{'sales_id': 5739465, 'e_id': 5199, 'store_id': 3484, 'sales': 83, 'item_no': 628, 'city_name': 'Lake Christineburgh'}
{'sales_id': 6329576, 'e_id': 4208, 'store_id': 2366, 'sales': 92, 'item_no': 420, 'city_name': 'North William'}
{'sales_id': 7976999, 'e_id': 5199, 'store_id': 3484, 'sales': 13, 'item_no': 329, 'city_name': 'Adamburgh'}
{'sales_id': 9104218, 'e_id': 5199, 'store_id': 3484, 'sales': 42, 'item_no': 718, 'city_name': 'West Donna'}
{'sales_id': 1506457, 'e_id': 5199, 'store_id': 3484, 'sales': 89, 'item_no': 953, 'city_name': 'New Jacobbury'}
{'sales_id': 4422910, 'e_id': 7786, 'store_id': 3484, 'sales': 38, 'item_no': 729, 'city_name': 'Youngburgh'}
{'sales_id': 6477233, 'e_id': 4208, 'store_id': 2366, 'sales': 37, 'item_no': 605, 'city_name': 'Bobbychester'}
{'sales_id': 1247253, 'e_id': 2668, 'store_id': 2366, 'sales': 43, 'item_no': 4, 'city_name': 'South Shellyfurt'}
{'sales_id': 7989916, 'e_id': 8, 'store_id': 3484, 'sales': 76, 'item_no': 852, 'city_name': 'New Devin'}
{'sales_id': 4087322, 'e_id': 2668, 'store_id': 2366, 'sales': 56, 'item_no': 65, 'city_name': 'Lake Connie'}
{'sales_id': 9609112, 'e_id': 3299, 'store_id': 2366, 'sales': 14, 'item_no': 168, 'city_name': 'Landrymouth'}
{'sales_id': 3070833, 'e_id': 7786, 'store_id': 3484, 'sales': 90, 'item_no': 782, 'city_name': 'North Amyfurt'}
{'sales_id': 618044, 'e_id': 8, 'store_id': 3484, 'sales': 42, 'item_no': 123, 'city_name': 'Patrickside'}
{'sales_id': 8532228, 'e_id': 8, 'store_id': 3484, 'sales': 100, 'item_no': 942, 'city_name': 'Katherineborough'}
{'sales_id': 1355576, 'e_id': 2668, 'store_id': 2366, 'sales': 13, 'item_no': 758, 'city_name': 'Port Megan'}
{'sales_id': 3842873, 'e_id': 7786, 'store_id': 3484, 'sales': 4, 'item_no': 386, 'city_name': 'Henryfurt'}
{'sales_id': 1848952, 'e_id': 3299, 'store_id': 2366, 'sales': 87, 'item_no': 505, 'city_name': 'North Moniqueport'}
{'sales_id': 8866176, 'e_id': 5199, 'store_id': 3484, 'sales': 54, 'item_no': 14, 'city_name': 'Elizabethshire'}
{'sales_id': 7902725, 'e_id': 8, 'store_id': 3484, 'sales': 76, 'item_no': 842, 'city_name': 'Thomasfort'}
{'sales_id': 1711648, 'e_id': 5199, 'store_id': 3484, 'sales': 67, 'item_no': 848, 'city_name': 'Martinezfurt'}
{'sales_id': 6996890, 'e_id': 5199, 'store_id': 3484, 'sales': 18, 'item_no': 320, 'city_name': 'West Aliciahaven'}
{'sales_id': 8170282, 'e_id': 8, 'store_id': 3484, 'sales': 58, 'item_no': 143, 'city_name': 'Walterview'}
{'sales_id': 8296868, 'e_id': 2668, 'store_id': 2366, 'sales': 44, 'item_no': 674, 'city_name': 'Erintown'}
{'sales_id': 7075437, 'e_id': 8, 'store_id': 3484, 'sales': 48, 'item_no': 447, 'city_name': 'Lake Jesse'}
{'sales_id': 7139177, 'e_id': 3299, 'store_id': 2366, 'sales': 30, 'item_no': 388, 'city_name': 'Lake Melissamouth'}
{'sales_id': 9350160, 'e_id': 2668, 'store_id': 2366, 'sales': 66, 'item_no': 754, 'city_name': 'Emilymouth'}
{'sales_id': 2708901, 'e_id': 5199, 'store_id': 3484, 'sales': 77, 'item_no': 616, 'city_name': 'Dianemouth'}
{'sales_id': 727754, 'e_id': 8, 'store_id': 3484, 'sales': 24, 'item_no': 557, 'city_name': 'East Caitlin'}
{'sales_id': 5298358, 'e_id': 8, 'store_id': 3484, 'sales': 4, 'item_no': 859, 'city_name': 'West Bryanshire'}
{'sales_id': 7049888, 'e_id': 8, 'store_id': 3484, 'sales': 76, 'item_no': 748, 'city_name': 'Herreraside'}
{'sales_id': 4238810, 'e_id': 8, 'store_id': 3484, 'sales': 18, 'item_no': 84, 'city_name': 'Turnermouth'}
{'sales_id': 7246633, 'e_id': 8, 'store_id': 3484, 'sales': 37, 'item_no': 833, 'city_name': 'Vancefurt'}
{'sales_id': 4566122, 'e_id': 8, 'store_id': 3484, 'sales': 60, 'item_no': 508, 'city_name': 'New Anthony'}
{'sales_id': 9122527, 'e_id': 5199, 'store_id': 3484, 'sales': 44, 'item_no': 326, 'city_name': 'North Danielletown'}
{'sales_id': 3541646, 'e_id': 4208, 'store_id': 2366, 'sales': 35, 'item_no': 67, 'city_name': 'East Colton'}
{'sales_id': 2890628, 'e_id': 2668, 'store_id': 2366, 'sales': 47, 'item_no': 545, 'city_name': 'Lake Lucaschester'}
{'sales_id': 6284688, 'e_id': 5199, 'store_id': 3484, 'sales': 21, 'item_no': 633, 'city_name': 'East Jose'}
{'sales_id': 2186816, 'e_id': 8, 'store_id': 3484, 'sales': 14, 'item_no': 253, 'city_name': 'Swansonfort'}
{'sales_id': 8131240, 'e_id': 4208, 'store_id': 2366, 'sales': 37, 'item_no': 153, 'city_name': 'Braunview'}
{'sales_id': 4318460, 'e_id': 3299, 'store_id': 2366, 'sales': 33, 'item_no': 598, 'city_name': 'South Rebeccaland'}
{'sales_id': 2245846, 'e_id': 2668, 'store_id': 2366, 'sales': 10, 'item_no': 722, 'city_name': 'South Peterton'}
{'sales_id': 6715122, 'e_id': 5199, 'store_id': 3484, 'sales': 32, 'item_no': 196, 'city_name': 'South Lance'}
{'sales_id': 2125594, 'e_id': 4208, 'store_id': 2366, 'sales': 23, 'item_no': 433, 'city_name': 'Garcialand'}
{'sales_id': 9041544, 'e_id': 2668, 'store_id': 2366, 'sales': 9, 'item_no': 991, 'city_name': 'Nelsonbury'}
{'sales_id': 1572281, 'e_id': 5199, 'store_id': 3484, 'sales': 100, 'item_no': 112, 'city_name': 'Shaneport'}
{'sales_id': 5341148, 'e_id': 7786, 'store_id': 3484, 'sales': 83, 'item_no': 303, 'city_name': 'Erinmouth'}
{'sales_id': 288072, 'e_id': 2668, 'store_id': 2366, 'sales': 24, 'item_no': 240, 'city_name': 'Parkerfort'}
{'sales_id': 882238, 'e_id': 8, 'store_id': 3484, 'sales': 27, 'item_no': 443, 'city_name': 'Port Laurie'}
{'sales_id': 3108800, 'e_id': 8, 'store_id': 3484, 'sales': 78, 'item_no': 473, 'city_name': 'Pearsontown'}
{'sales_id': 4798623, 'e_id': 3299, 'store_id': 2366, 'sales': 55, 'item_no': 530, 'city_name': 'Port Brittneymouth'}
{'sales_id': 7605498, 'e_id': 3299, 'store_id': 2366, 'sales': 60, 'item_no': 463, 'city_name': 'Monicafurt'}
{'sales_id': 9528276, 'e_id': 8, 'store_id': 3484, 'sales': 90, 'item_no': 651, 'city_name': 'Lake Caseymouth'}
{'sales_id': 9228649, 'e_id': 3299, 'store_id': 2366, 'sales': 57, 'item_no': 504, 'city_name': 'Lopezmouth'}
{'sales_id': 3420619, 'e_id': 8, 'store_id': 3484, 'sales': 12, 'item_no': 153, 'city_name': 'New Tiffany'}
{'sales_id': 1819752, 'e_id': 2668, 'store_id': 2366, 'sales': 27, 'item_no': 478, 'city_name': 'Lauraland'}
{'sales_id': 2627344, 'e_id': 2668, 'store_id': 2366, 'sales': 90, 'item_no': 22, 'city_name': 'East James'}
{'sales_id': 8154737, 'e_id': 3299, 'store_id': 2366, 'sales': 65, 'item_no': 236, 'city_name': 'South Kathryn'}
{'sales_id': 9906866, 'e_id': 4208, 'store_id': 2366, 'sales': 52, 'item_no': 830, 'city_name': 'Lake Marktown'}
{'sales_id': 6700576, 'e_id': 7786, 'store_id': 3484, 'sales': 98, 'item_no': 269, 'city_name': 'South Cynthiaview'}
{'sales_id': 9117872, 'e_id': 5199, 'store_id': 3484, 'sales': 75, 'item_no': 278, 'city_name': 'Jamestown'}
{'sales_id': 7918216, 'e_id': 3299, 'store_id': 2366, 'sales': 67, 'item_no': 69, 'city_name': 'West Sarabury'}
{'sales_id': 7076534, 'e_id': 5199, 'store_id': 3484, 'sales': 61, 'item_no': 908, 'city_name': 'Cynthiashire'}
{'sales_id': 5818439, 'e_id': 4208, 'store_id': 2366, 'sales': 43, 'item_no': 666, 'city_name': 'Brittanyburgh'}
{'sales_id': 1100974, 'e_id': 4208, 'store_id': 2366, 'sales': 49, 'item_no': 963, 'city_name': 'Jenniferbury'}
{'sales_id': 8962429, 'e_id': 7786, 'store_id': 3484, 'sales': 82, 'item_no': 366, 'city_name': 'Krystalborough'}
{'sales_id': 5010716, 'e_id': 5199, 'store_id': 3484, 'sales': 24, 'item_no': 849, 'city_name': 'Gregview'}
{'sales_id': 2529207, 'e_id': 4208, 'store_id': 2366, 'sales': 33, 'item_no': 122, 'city_name': 'Hollystad'}
{'sales_id': 3156732, 'e_id': 7786, 'store_id': 3484, 'sales': 71, 'item_no': 776, 'city_name': 'Christopherville'}
{'sales_id': 4759411, 'e_id': 5199, 'store_id': 3484, 'sales': 3, 'item_no': 977, 'city_name': 'South Rachelton'}
{'sales_id': 8282801, 'e_id': 3299, 'store_id': 2366, 'sales': 21, 'item_no': 227, 'city_name': 'Kennethland'}
{'sales_id': 3878116, 'e_id': 2668, 'store_id': 2366, 'sales': 37, 'item_no': 463, 'city_name': 'Port Kyle'}
{'sales_id': 8946263, 'e_id': 5199, 'store_id': 3484, 'sales': 8, 'item_no': 914, 'city_name': 'Mcmahonbury'}
{'sales_id': 1446116, 'e_id': 2668, 'store_id': 2366, 'sales': 84, 'item_no': 334, 'city_name': 'Lake Elizabeth'}
{'sales_id': 2517516, 'e_id': 2668, 'store_id': 2366, 'sales': 24, 'item_no': 836, 'city_name': 'Zimmermanshire'}
{'sales_id': 4890862, 'e_id': 8, 'store_id': 3484, 'sales': 32, 'item_no': 650, 'city_name': 'Port Lauraberg'}
{'sales_id': 7942998, 'e_id': 7786, 'store_id': 3484, 'sales': 99, 'item_no': 72, 'city_name': 'Deniseport'}
{'sales_id': 4171977, 'e_id': 5199, 'store_id': 3484, 'sales': 51, 'item_no': 411, 'city_name': 'Gregoryport'}
{'sales_id': 6484144, 'e_id': 4208, 'store_id': 2366, 'sales': 22, 'item_no': 575, 'city_name': 'South Dawn'}
{'sales_id': 9957041, 'e_id': 2668, 'store_id': 2366, 'sales': 16, 'item_no': 927, 'city_name': 'West Robertchester'}
{'sales_id': 7186864, 'e_id': 8, 'store_id': 3484, 'sales': 18, 'item_no': 85, 'city_name': 'Lake Barbara'}
{'sales_id': 8771883, 'e_id': 4208, 'store_id': 2366, 'sales': 82, 'item_no': 568, 'city_name': 'Morrisland'}
{'sales_id': 1399996, 'e_id': 8, 'store_id': 3484, 'sales': 80, 'item_no': 507, 'city_name': 'Port Aaron'}
{'sales_id': 3781831, 'e_id': 5199, 'store_id': 3484, 'sales': 78, 'item_no': 578, 'city_name': 'North Amandachester'}
{'sales_id': 287098, 'e_id': 5199, 'store_id': 3484, 'sales': 10, 'item_no': 337, 'city_name': 'New Brendan'}
{'sales_id': 2598747, 'e_id': 8, 'store_id': 3484, 'sales': 8, 'item_no': 810, 'city_name': 'Maryland'}
{'sales_id': 7909967, 'e_id': 8, 'store_id': 3484, 'sales': 4, 'item_no': 215, 'city_name': 'Brownside'}
{'sales_id': 7156110, 'e_id': 7786, 'store_id': 3484, 'sales': 33, 'item_no': 494, 'city_name': 'Cochranfort'}
{'sales_id': 5127739, 'e_id': 7786, 'store_id': 3484, 'sales': 14, 'item_no': 89, 'city_name': 'Lake Alexandra'}
{'sales_id': 3224675, 'e_id': 3299, 'store_id': 2366, 'sales': 2, 'item_no': 27, 'city_name': 'Francisborough'}
{'sales_id': 113098, 'e_id': 8, 'store_id': 3484, 'sales': 77, 'item_no': 305, 'city_name': 'Lake Craigmouth'}
{'sales_id': 4110460, 'e_id': 3299, 'store_id': 2366, 'sales': 47, 'item_no': 139, 'city_name': 'South Jeffrey'}
{'sales_id': 1726139, 'e_id': 7786, 'store_id': 3484, 'sales': 71, 'item_no': 997, 'city_name': 'West William'}
{'sales_id': 1371382, 'e_id': 7786, 'store_id': 3484, 'sales': 61, 'item_no': 134, 'city_name': 'Johnsonberg'}
{'sales_id': 1618612, 'e_id': 5199, 'store_id': 3484, 'sales': 56, 'item_no': 205, 'city_name': 'Dunnside'}
{'sales_id': 4601687, 'e_id': 2668, 'store_id': 2366, 'sales': 2, 'item_no': 284, 'city_name': 'Martinfort'}
{'sales_id': 3663533, 'e_id': 4208, 'store_id': 2366, 'sales': 64, 'item_no': 133, 'city_name': 'Sethberg'}
{'sales_id': 6109181, 'e_id': 3299, 'store_id': 2366, 'sales': 88, 'item_no': 144, 'city_name': 'New Donald'}
{'sales_id': 204155, 'e_id': 2668, 'store_id': 2366, 'sales': 42, 'item_no': 831, 'city_name': 'Brittanyland'}
{'sales_id': 5135506, 'e_id': 5199, 'store_id': 3484, 'sales': 47, 'item_no': 898, 'city_name': 'Port Jessicaville'}
{'sales_id': 593982, 'e_id': 5199, 'store_id': 3484, 'sales': 27, 'item_no': 782, 'city_name': 'North Michael'}
{'sales_id': 7267458, 'e_id': 7786, 'store_id': 3484, 'sales': 3, 'item_no': 696, 'city_name': 'Cannonville'}
{'sales_id': 5327126, 'e_id': 3299, 'store_id': 2366, 'sales': 75, 'item_no': 839, 'city_name': 'Richardview'}
{'sales_id': 31609, 'e_id': 8, 'store_id': 3484, 'sales': 6, 'item_no': 24, 'city_name': 'Wallaceburgh'}
{'sales_id': 9223964, 'e_id': 4208, 'store_id': 2366, 'sales': 75, 'item_no': 796, 'city_name': 'East Ericberg'}
{'sales_id': 9904772, 'e_id': 2668, 'store_id': 2366, 'sales': 88, 'item_no': 141, 'city_name': 'Port Jeffreymouth'}
{'sales_id': 6417989, 'e_id': 7786, 'store_id': 3484, 'sales': 26, 'item_no': 822, 'city_name': 'East Richardside'}
{'sales_id': 87864, 'e_id': 2668, 'store_id': 2366, 'sales': 95, 'item_no': 321, 'city_name': 'Kevinstad'}
{'sales_id': 4539958, 'e_id': 2668, 'store_id': 2366, 'sales': 57, 'item_no': 593, 'city_name': 'Johnsonhaven'}
{'sales_id': 1655721, 'e_id': 2668, 'store_id': 2366, 'sales': 97, 'item_no': 239, 'city_name': 'Juanland'}
{'sales_id': 6023797, 'e_id': 8, 'store_id': 3484, 'sales': 83, 'item_no': 959, 'city_name': 'East Daniel'}
{'sales_id': 7517928, 'e_id': 7786, 'store_id': 3484, 'sales': 24, 'item_no': 159, 'city_name': 'Danielmouth'}
{'sales_id': 6193586, 'e_id': 2668, 'store_id': 2366, 'sales': 98, 'item_no': 814, 'city_name': 'West Larry'}
{'sales_id': 3631958, 'e_id': 4208, 'store_id': 2366, 'sales': 49, 'item_no': 92, 'city_name': 'East John'}
{'sales_id': 6660973, 'e_id': 8, 'store_id': 3484, 'sales': 22, 'item_no': 473, 'city_name': 'New Theresachester'}
{'sales_id': 4367873, 'e_id': 7786, 'store_id': 3484, 'sales': 41, 'item_no': 979, 'city_name': 'Travisburgh'}
{'sales_id': 6831463, 'e_id': 2668, 'store_id': 2366, 'sales': 71, 'item_no': 711, 'city_name': 'West Morganmouth'}
{'sales_id': 8785267, 'e_id': 8, 'store_id': 3484, 'sales': 21, 'item_no': 274, 'city_name': 'Lake Robertport'}
{'sales_id': 9216007, 'e_id': 5199, 'store_id': 3484, 'sales': 81, 'item_no': 726, 'city_name': 'Katherinebury'}
{'sales_id': 2890818, 'e_id': 2668, 'store_id': 2366, 'sales': 75, 'item_no': 172, 'city_name': 'West Brandon'}
{'sales_id': 7165290, 'e_id': 5199, 'store_id': 3484, 'sales': 69, 'item_no': 529, 'city_name': 'North Danielle'}
{'sales_id': 337116, 'e_id': 8, 'store_id': 3484, 'sales': 72, 'item_no': 71, 'city_name': 'Powellmouth'}
{'sales_id': 7923987, 'e_id': 7786, 'store_id': 3484, 'sales': 12, 'item_no': 516, 'city_name': 'West Craigfurt'}
{'sales_id': 4643956, 'e_id': 4208, 'store_id': 2366, 'sales': 54, 'item_no': 299, 'city_name': 'Heatherchester'}
{'sales_id': 707369, 'e_id': 3299, 'store_id': 2366, 'sales': 98, 'item_no': 890, 'city_name': 'East Stephanieville'}
{'sales_id': 5051967, 'e_id': 2668, 'store_id': 2366, 'sales': 75, 'item_no': 713, 'city_name': 'New Carolyn'}
{'sales_id': 2851438, 'e_id': 8, 'store_id': 3484, 'sales': 8, 'item_no': 489, 'city_name': 'Michaelland'}
{'sales_id': 7840912, 'e_id': 2668, 'store_id': 2366, 'sales': 50, 'item_no': 822, 'city_name': 'Georgeville'}
{'sales_id': 3803072, 'e_id': 5199, 'store_id': 3484, 'sales': 1, 'item_no': 383, 'city_name': 'Kristenstad'}
{'sales_id': 6232692, 'e_id': 8, 'store_id': 3484, 'sales': 16, 'item_no': 397, 'city_name': 'Dalefurt'}
{'sales_id': 5028793, 'e_id': 3299, 'store_id': 2366, 'sales': 92, 'item_no': 836, 'city_name': 'East Douglasshire'}
{'sales_id': 3354132, 'e_id': 8, 'store_id': 3484, 'sales': 54, 'item_no': 260, 'city_name': 'North Jane'}
{'sales_id': 3777061, 'e_id': 3299, 'store_id': 2366, 'sales': 77, 'item_no': 286, 'city_name': 'Michellestad'}
{'sales_id': 8389323, 'e_id': 5199, 'store_id': 3484, 'sales': 21, 'item_no': 239, 'city_name': 'Wilsonfurt'}
{'sales_id': 6919822, 'e_id': 3299, 'store_id': 2366, 'sales': 81, 'item_no': 261, 'city_name': 'West Christianborough'}
{'sales_id': 2600820, 'e_id': 4208, 'store_id': 2366, 'sales': 44, 'item_no': 888, 'city_name': 'South Brianbury'}
{'sales_id': 2601015, 'e_id': 4208, 'store_id': 2366, 'sales': 86, 'item_no': 290, 'city_name': 'Garciaton'}
{'sales_id': 6770761, 'e_id': 5199, 'store_id': 3484, 'sales': 24, 'item_no': 0, 'city_name': 'Lake Kimberlymouth'}
{'sales_id': 3118508, 'e_id': 3299, 'store_id': 2366, 'sales': 60, 'item_no': 714, 'city_name': 'Clarktown'}
{'sales_id': 1692873, 'e_id': 7786, 'store_id': 3484, 'sales': 68, 'item_no': 1, 'city_name': 'Floreston'}
{'sales_id': 1598154, 'e_id': 3299, 'store_id': 2366, 'sales': 87, 'item_no': 796, 'city_name': 'Oliverberg'}
{'sales_id': 6330530, 'e_id': 4208, 'store_id': 2366, 'sales': 86, 'item_no': 687, 'city_name': 'Port Paul'}
{'sales_id': 1519260, 'e_id': 8, 'store_id': 3484, 'sales': 2, 'item_no': 732, 'city_name': 'Kellichester'}
{'sales_id': 1415797, 'e_id': 5199, 'store_id': 3484, 'sales': 77, 'item_no': 823, 'city_name': 'Juarezton'}
{'sales_id': 1774294, 'e_id': 2668, 'store_id': 2366, 'sales': 100, 'item_no': 327, 'city_name': 'Tylerstad'}
{'sales_id': 4406213, 'e_id': 8, 'store_id': 3484, 'sales': 80, 'item_no': 474, 'city_name': 'Candicechester'}
{'sales_id': 6576370, 'e_id': 2668, 'store_id': 2366, 'sales': 22, 'item_no': 158, 'city_name': 'Lake Pamela'}
{'sales_id': 8684627, 'e_id': 5199, 'store_id': 3484, 'sales': 15, 'item_no': 742, 'city_name': 'North Heatherport'}
{'sales_id': 9552016, 'e_id': 8, 'store_id': 3484, 'sales': 83, 'item_no': 789, 'city_name': 'Keithview'}
{'sales_id': 3472054, 'e_id': 5199, 'store_id': 3484, 'sales': 79, 'item_no': 151, 'city_name': 'Choichester'}
{'sales_id': 1286234, 'e_id': 8, 'store_id': 3484, 'sales': 1, 'item_no': 934, 'city_name': 'Rosschester'}
{'sales_id': 4702969, 'e_id': 8, 'store_id': 3484, 'sales': 11, 'item_no': 170, 'city_name': 'East Luis'}
{'sales_id': 2707360, 'e_id': 4208, 'store_id': 2366, 'sales': 23, 'item_no': 740, 'city_name': 'Keyview'}
{'sales_id': 2388309, 'e_id': 5199, 'store_id': 3484, 'sales': 50, 'item_no': 812, 'city_name': 'Port Jimburgh'}
{'sales_id': 7872204, 'e_id': 4208, 'store_id': 2366, 'sales': 95, 'item_no': 715, 'city_name': 'West Mirandaside'}
{'sales_id': 780136, 'e_id': 2668, 'store_id': 2366, 'sales': 22, 'item_no': 376, 'city_name': 'Berrybury'}
{'sales_id': 8536077, 'e_id': 2668, 'store_id': 2366, 'sales': 92, 'item_no': 531, 'city_name': 'Brianhaven'}
{'sales_id': 153546, 'e_id': 8, 'store_id': 3484, 'sales': 97, 'item_no': 419, 'city_name': 'Shawnchester'}
{'sales_id': 9346646, 'e_id': 5199, 'store_id': 3484, 'sales': 47, 'item_no': 817, 'city_name': 'Oliverton'}
{'sales_id': 7452431, 'e_id': 7786, 'store_id': 3484, 'sales': 56, 'item_no': 969, 'city_name': 'West Wyattland'}
{'sales_id': 7892568, 'e_id': 8, 'store_id': 3484, 'sales': 36, 'item_no': 870, 'city_name': 'West Shelleystad'}
{'sales_id': 8106313, 'e_id': 7786, 'store_id': 3484, 'sales': 43, 'item_no': 979, 'city_name': 'Port Shellyside'}
{'sales_id': 3309519, 'e_id': 7786, 'store_id': 3484, 'sales': 14, 'item_no': 693, 'city_name': 'South Sydney'}
{'sales_id': 1798154, 'e_id': 8, 'store_id': 3484, 'sales': 40, 'item_no': 20, 'city_name': 'North Elizabeth'}
{'sales_id': 4661965, 'e_id': 4208, 'store_id': 2366, 'sales': 5, 'item_no': 507, 'city_name': 'East Maureenchester'}
{'sales_id': 701045, 'e_id': 5199, 'store_id': 3484, 'sales': 63, 'item_no': 428, 'city_name': 'Lake Kimberlyberg'}
{'sales_id': 2625888, 'e_id': 2668, 'store_id': 2366, 'sales': 46, 'item_no': 843, 'city_name': 'East Jennifer'}
{'sales_id': 5788133, 'e_id': 2668, 'store_id': 2366, 'sales': 66, 'item_no': 859, 'city_name': 'Sandraland'}
{'sales_id': 627520, 'e_id': 2668, 'store_id': 2366, 'sales': 27, 'item_no': 722, 'city_name': 'West Nancy'}
{'sales_id': 5079575, 'e_id': 7786, 'store_id': 3484, 'sales': 68, 'item_no': 708, 'city_name': 'Josephside'}
{'sales_id': 7885792, 'e_id': 5199, 'store_id': 3484, 'sales': 63, 'item_no': 452, 'city_name': 'Williamshire'}
{'sales_id': 7019397, 'e_id': 4208, 'store_id': 2366, 'sales': 23, 'item_no': 161, 'city_name': 'Hermanchester'}
{'sales_id': 6716160, 'e_id': 2668, 'store_id': 2366, 'sales': 50, 'item_no': 435, 'city_name': 'Aguirreport'}
{'sales_id': 5333508, 'e_id': 4208, 'store_id': 2366, 'sales': 42, 'item_no': 804, 'city_name': 'North Julie'}
{'sales_id': 1442377, 'e_id': 5199, 'store_id': 3484, 'sales': 4, 'item_no': 433, 'city_name': 'New James'}
{'sales_id': 2979111, 'e_id': 5199, 'store_id': 3484, 'sales': 73, 'item_no': 890, 'city_name': 'North Hunterchester'}
{'sales_id': 2060706, 'e_id': 2668, 'store_id': 2366, 'sales': 4, 'item_no': 313, 'city_name': 'East Taylor'}
{'sales_id': 1806879, 'e_id': 4208, 'store_id': 2366, 'sales': 54, 'item_no': 484, 'city_name': 'Port Jessica'}
{'sales_id': 1894807, 'e_id': 3299, 'store_id': 2366, 'sales': 63, 'item_no': 71, 'city_name': 'North Tamara'}
{'sales_id': 6438826, 'e_id': 7786, 'store_id': 3484, 'sales': 74, 'item_no': 566, 'city_name': 'Port Alexander'}
{'sales_id': 1611763, 'e_id': 2668, 'store_id': 2366, 'sales': 70, 'item_no': 962, 'city_name': 'East Bryanstad'}
{'sales_id': 1412782, 'e_id': 3299, 'store_id': 2366, 'sales': 48, 'item_no': 494, 'city_name': 'Lake Michaelbury'}
{'sales_id': 6352246, 'e_id': 5199, 'store_id': 3484, 'sales': 98, 'item_no': 792, 'city_name': 'Huntville'}
{'sales_id': 7752590, 'e_id': 3299, 'store_id': 2366, 'sales': 62, 'item_no': 666, 'city_name': 'Kingmouth'}
{'sales_id': 4708008, 'e_id': 8, 'store_id': 3484, 'sales': 74, 'item_no': 367, 'city_name': 'West Jeffrey'}
{'sales_id': 7778372, 'e_id': 8, 'store_id': 3484, 'sales': 7, 'item_no': 802, 'city_name': 'Hernandezmouth'}
{'sales_id': 7224847, 'e_id': 4208, 'store_id': 2366, 'sales': 86, 'item_no': 209, 'city_name': 'North Virginia'}
{'sales_id': 4815374, 'e_id': 5199, 'store_id': 3484, 'sales': 90, 'item_no': 629, 'city_name': 'East Spencermouth'}
{'sales_id': 7147418, 'e_id': 5199, 'store_id': 3484, 'sales': 81, 'item_no': 576, 'city_name': 'Bullocktown'}
{'sales_id': 5778505, 'e_id': 4208, 'store_id': 2366, 'sales': 60, 'item_no': 184, 'city_name': 'Lake Marvinberg'}
{'sales_id': 7026546, 'e_id': 4208, 'store_id': 2366, 'sales': 23, 'item_no': 220, 'city_name': 'Port Andrewhaven'}
{'sales_id': 4415794, 'e_id': 2668, 'store_id': 2366, 'sales': 55, 'item_no': 172, 'city_name': 'Munozville'}
{'sales_id': 5714299, 'e_id': 5199, 'store_id': 3484, 'sales': 18, 'item_no': 375, 'city_name': 'Travischester'}
{'sales_id': 9614062, 'e_id': 3299, 'store_id': 2366, 'sales': 1, 'item_no': 151, 'city_name': 'Hernandezville'}
{'sales_id': 8355589, 'e_id': 2668, 'store_id': 2366, 'sales': 93, 'item_no': 335, 'city_name': 'Moorefurt'}
{'sales_id': 4318274, 'e_id': 7786, 'store_id': 3484, 'sales': 67, 'item_no': 685, 'city_name': 'Lake Janice'}
{'sales_id': 9562554, 'e_id': 8, 'store_id': 3484, 'sales': 5, 'item_no': 594, 'city_name': 'Nancyberg'}
{'sales_id': 1988676, 'e_id': 2668, 'store_id': 2366, 'sales': 95, 'item_no': 563, 'city_name': 'Port Dana'}
{'sales_id': 5654122, 'e_id': 2668, 'store_id': 2366, 'sales': 47, 'item_no': 879, 'city_name': 'South Jeanetteton'}
{'sales_id': 6318900, 'e_id': 5199, 'store_id': 3484, 'sales': 3, 'item_no': 871, 'city_name': 'Josemouth'}
{'sales_id': 524296, 'e_id': 7786, 'store_id': 3484, 'sales': 81, 'item_no': 286, 'city_name': 'North Jennifermouth'}
{'sales_id': 6326219, 'e_id': 2668, 'store_id': 2366, 'sales': 78, 'item_no': 530, 'city_name': 'Stevenhaven'}
{'sales_id': 8269603, 'e_id': 4208, 'store_id': 2366, 'sales': 30, 'item_no': 921, 'city_name': 'East Rita'}
{'sales_id': 7044817, 'e_id': 2668, 'store_id': 2366, 'sales': 20, 'item_no': 611, 'city_name': 'Ronnieland'}
{'sales_id': 60354, 'e_id': 3299, 'store_id': 2366, 'sales': 9, 'item_no': 570, 'city_name': 'Marshville'}
{'sales_id': 6576472, 'e_id': 4208, 'store_id': 2366, 'sales': 59, 'item_no': 737, 'city_name': 'New Jennifershire'}
{'sales_id': 2505130, 'e_id': 7786, 'store_id': 3484, 'sales': 88, 'item_no': 543, 'city_name': 'Lake Jasonburgh'}
{'sales_id': 4127487, 'e_id': 4208, 'store_id': 2366, 'sales': 93, 'item_no': 515, 'city_name': 'West Patrickmouth'}
{'sales_id': 24979, 'e_id': 7786, 'store_id': 3484, 'sales': 4, 'item_no': 956, 'city_name': 'South Valerie'}
{'sales_id': 7498065, 'e_id': 4208, 'store_id': 2366, 'sales': 96, 'item_no': 113, 'city_name': 'Lake Stephen'}
{'sales_id': 1273046, 'e_id': 5199, 'store_id': 3484, 'sales': 28, 'item_no': 241, 'city_name': 'Rebeccamouth'}
{'sales_id': 7247853, 'e_id': 8, 'store_id': 3484, 'sales': 78, 'item_no': 612, 'city_name': 'Howardbury'}
{'sales_id': 3942087, 'e_id': 5199, 'store_id': 3484, 'sales': 28, 'item_no': 638, 'city_name': 'New Dakotashire'}
{'sales_id': 6902133, 'e_id': 5199, 'store_id': 3484, 'sales': 74, 'item_no': 940, 'city_name': 'Kevinmouth'}
