{'sales_id': 1597426, 'e_id': 3854, 'store_id': 2733, 'sales': 36, 'item_no': 446, 'city_name': 'Rickhaven'}
{'sales_id': 7963496, 'e_id': 5756, 'store_id': 2027, 'sales': 51, 'item_no': 857, 'city_name': 'Dickersonchester'}
{'sales_id': 7022199, 'e_id': 5756, 'store_id': 2027, 'sales': 44, 'item_no': 180, 'city_name': 'Lake Timothy'}
{'sales_id': 5241331, 'e_id': 4190, 'store_id': 2027, 'sales': 17, 'item_no': 434, 'city_name': 'Lake Lisa'}
{'sales_id': 805111, 'e_id': 1102, 'store_id': 2733, 'sales': 81, 'item_no': 793, 'city_name': 'Maryhaven'}
{'sales_id': 4165156, 'e_id': 1102, 'store_id': 2733, 'sales': 29, 'item_no': 590, 'city_name': 'North Tiffanyhaven'}
{'sales_id': 7255994, 'e_id': 1855, 'store_id': 2027, 'sales': 73, 'item_no': 232, 'city_name': 'West Anthony'}
{'sales_id': 6406510, 'e_id': 3854, 'store_id': 2733, 'sales': 4, 'item_no': 206, 'city_name': 'Cherylfort'}
{'sales_id': 6357411, 'e_id': 1855, 'store_id': 2027, 'sales': 82, 'item_no': 204, 'city_name': 'Port Tanyamouth'}
{'sales_id': 9256863, 'e_id': 4190, 'store_id': 2027, 'sales': 5, 'item_no': 181, 'city_name': 'South Christopherchester'}
{'sales_id': 7498470, 'e_id': 1855, 'store_id': 2027, 'sales': 95, 'item_no': 122, 'city_name': 'South Rachelport'}
{'sales_id': 8431421, 'e_id': 1855, 'store_id': 2027, 'sales': 66, 'item_no': 862, 'city_name': 'Huertaport'}
{'sales_id': 8376227, 'e_id': 1102, 'store_id': 2733, 'sales': 1, 'item_no': 549, 'city_name': 'Port Dylan'}
{'sales_id': 4288466, 'e_id': 1855, 'store_id': 2027, 'sales': 53, 'item_no': 273, 'city_name': 'Port James'}
{'sales_id': 2894180, 'e_id': 4190, 'store_id': 2027, 'sales': 91, 'item_no': 317, 'city_name': 'Hannahmouth'}
{'sales_id': 4817028, 'e_id': 4190, 'store_id': 2027, 'sales': 59, 'item_no': 766, 'city_name': 'East Anitafort'}
{'sales_id': 3193226, 'e_id': 4190, 'store_id': 2027, 'sales': 87, 'item_no': 66, 'city_name': 'North Sara'}
{'sales_id': 3121715, 'e_id': 8824, 'store_id': 2733, 'sales': 75, 'item_no': 471, 'city_name': 'Traceymouth'}
{'sales_id': 491228, 'e_id': 8824, 'store_id': 2733, 'sales': 46, 'item_no': 205, 'city_name': 'Thomasstad'}
{'sales_id': 5041367, 'e_id': 1855, 'store_id': 2027, 'sales': 35, 'item_no': 392, 'city_name': 'Lake Matthewborough'}
{'sales_id': 9783191, 'e_id': 1102, 'store_id': 2733, 'sales': 37, 'item_no': 477, 'city_name': 'Mooreland'}
{'sales_id': 8636310, 'e_id': 3854, 'store_id': 2733, 'sales': 100, 'item_no': 462, 'city_name': 'Marciaport'}
{'sales_id': 7880944, 'e_id': 8824, 'store_id': 2733, 'sales': 0, 'item_no': 526, 'city_name': 'Port Caitlynton'}
{'sales_id': 6536496, 'e_id': 8824, 'store_id': 2733, 'sales': 91, 'item_no': 9, 'city_name': 'Grayborough'}
{'sales_id': 392456, 'e_id': 4190, 'store_id': 2027, 'sales': 25, 'item_no': 298, 'city_name': 'West David'}
{'sales_id': 3907592, 'e_id': 1102, 'store_id': 2733, 'sales': 34, 'item_no': 308, 'city_name': 'East Darrell'}
{'sales_id': 4523468, 'e_id': 1855, 'store_id': 2027, 'sales': 21, 'item_no': 354, 'city_name': 'Port Colin'}
{'sales_id': 7894715, 'e_id': 5756, 'store_id': 2027, 'sales': 40, 'item_no': 640, 'city_name': 'Douglasstad'}
{'sales_id': 1427826, 'e_id': 3854, 'store_id': 2733, 'sales': 45, 'item_no': 825, 'city_name': 'New Amy'}
{'sales_id': 2653219, 'e_id': 3854, 'store_id': 2733, 'sales': 85, 'item_no': 706, 'city_name': 'Mosleyborough'}
{'sales_id': 2747251, 'e_id': 8824, 'store_id': 2733, 'sales': 82, 'item_no': 13, 'city_name': 'West Andrewland'}
{'sales_id': 6452479, 'e_id': 8824, 'store_id': 2733, 'sales': 75, 'item_no': 800, 'city_name': 'Gabrielview'}
{'sales_id': 2169105, 'e_id': 4190, 'store_id': 2027, 'sales': 52, 'item_no': 367, 'city_name': 'East Corey'}
{'sales_id': 6663661, 'e_id': 1855, 'store_id': 2027, 'sales': 97, 'item_no': 831, 'city_name': 'Josephshire'}
{'sales_id': 6009598, 'e_id': 3854, 'store_id': 2733, 'sales': 42, 'item_no': 460, 'city_name': 'New Kristin'}
{'sales_id': 1222014, 'e_id': 1855, 'store_id': 2027, 'sales': 33, 'item_no': 942, 'city_name': 'Priceport'}
{'sales_id': 3942126, 'e_id': 5756, 'store_id': 2027, 'sales': 47, 'item_no': 140, 'city_name': 'Williamport'}
{'sales_id': 4969540, 'e_id': 3854, 'store_id': 2733, 'sales': 22, 'item_no': 753, 'city_name': 'Hernandezberg'}
{'sales_id': 6639270, 'e_id': 4190, 'store_id': 2027, 'sales': 77, 'item_no': 276, 'city_name': 'Kellyport'}
{'sales_id': 6952697, 'e_id': 8824, 'store_id': 2733, 'sales': 8, 'item_no': 662, 'city_name': 'Lisaport'}
{'sales_id': 2906012, 'e_id': 1855, 'store_id': 2027, 'sales': 94, 'item_no': 853, 'city_name': 'Stephaniefurt'}
{'sales_id': 5460000, 'e_id': 5756, 'store_id': 2027, 'sales': 96, 'item_no': 774, 'city_name': 'North William'}
{'sales_id': 2257085, 'e_id': 5756, 'store_id': 2027, 'sales': 54, 'item_no': 528, 'city_name': 'North Victoria'}
{'sales_id': 4612635, 'e_id': 3854, 'store_id': 2733, 'sales': 61, 'item_no': 34, 'city_name': 'East Jasmine'}
{'sales_id': 4727708, 'e_id': 3854, 'store_id': 2733, 'sales': 58, 'item_no': 153, 'city_name': 'Fowlermouth'}
{'sales_id': 13700, 'e_id': 1102, 'store_id': 2733, 'sales': 75, 'item_no': 276, 'city_name': 'South Michael'}
{'sales_id': 7939082, 'e_id': 5756, 'store_id': 2027, 'sales': 83, 'item_no': 74, 'city_name': 'South Emily'}
{'sales_id': 1385695, 'e_id': 3854, 'store_id': 2733, 'sales': 8, 'item_no': 291, 'city_name': 'Shannonfurt'}
{'sales_id': 5702404, 'e_id': 1102, 'store_id': 2733, 'sales': 93, 'item_no': 260, 'city_name': 'Nelsonstad'}
{'sales_id': 1343556, 'e_id': 3854, 'store_id': 2733, 'sales': 2, 'item_no': 103, 'city_name': 'East Natashaport'}
{'sales_id': 5285820, 'e_id': 4190, 'store_id': 2027, 'sales': 20, 'item_no': 274, 'city_name': 'Kevinview'}
{'sales_id': 1973971, 'e_id': 1855, 'store_id': 2027, 'sales': 74, 'item_no': 875, 'city_name': 'Clarencehaven'}
{'sales_id': 7827928, 'e_id': 4190, 'store_id': 2027, 'sales': 42, 'item_no': 219, 'city_name': 'South Juliestad'}
{'sales_id': 2519404, 'e_id': 5756, 'store_id': 2027, 'sales': 72, 'item_no': 249, 'city_name': 'South Glenn'}
{'sales_id': 6289222, 'e_id': 8824, 'store_id': 2733, 'sales': 40, 'item_no': 946, 'city_name': 'New Bailey'}
{'sales_id': 6158828, 'e_id': 3854, 'store_id': 2733, 'sales': 39, 'item_no': 633, 'city_name': 'West Kathyside'}
{'sales_id': 3931148, 'e_id': 1102, 'store_id': 2733, 'sales': 5, 'item_no': 693, 'city_name': 'Port Paulshire'}
{'sales_id': 3394160, 'e_id': 4190, 'store_id': 2027, 'sales': 31, 'item_no': 144, 'city_name': 'New Markland'}
{'sales_id': 7838276, 'e_id': 4190, 'store_id': 2027, 'sales': 7, 'item_no': 124, 'city_name': 'East Cassandra'}
{'sales_id': 9070841, 'e_id': 8824, 'store_id': 2733, 'sales': 98, 'item_no': 746, 'city_name': 'Lesliebury'}
{'sales_id': 9426110, 'e_id': 8824, 'store_id': 2733, 'sales': 99, 'item_no': 752, 'city_name': 'Deanmouth'}
{'sales_id': 6611028, 'e_id': 3854, 'store_id': 2733, 'sales': 16, 'item_no': 602, 'city_name': 'East Leslie'}
{'sales_id': 6386692, 'e_id': 3854, 'store_id': 2733, 'sales': 83, 'item_no': 164, 'city_name': 'Michelleshire'}
{'sales_id': 2661275, 'e_id': 1102, 'store_id': 2733, 'sales': 0, 'item_no': 335, 'city_name': 'South Claudia'}
{'sales_id': 1348158, 'e_id': 8824, 'store_id': 2733, 'sales': 88, 'item_no': 403, 'city_name': 'Port Ashley'}
{'sales_id': 1822521, 'e_id': 1855, 'store_id': 2027, 'sales': 33, 'item_no': 431, 'city_name': 'Jenniferport'}
{'sales_id': 7815226, 'e_id': 4190, 'store_id': 2027, 'sales': 29, 'item_no': 164, 'city_name': 'Wintersfurt'}
{'sales_id': 1273637, 'e_id': 3854, 'store_id': 2733, 'sales': 88, 'item_no': 906, 'city_name': 'Carlosfurt'}
{'sales_id': 2773759, 'e_id': 1102, 'store_id': 2733, 'sales': 90, 'item_no': 108, 'city_name': 'Jenniferchester'}
{'sales_id': 3059992, 'e_id': 8824, 'store_id': 2733, 'sales': 13, 'item_no': 714, 'city_name': 'Ronaldburgh'}
{'sales_id': 2863664, 'e_id': 1102, 'store_id': 2733, 'sales': 31, 'item_no': 657, 'city_name': 'Port Kurtland'}
{'sales_id': 6335747, 'e_id': 1102, 'store_id': 2733, 'sales': 18, 'item_no': 572, 'city_name': 'Russoport'}
{'sales_id': 3175634, 'e_id': 3854, 'store_id': 2733, 'sales': 72, 'item_no': 10, 'city_name': 'East Melissa'}
{'sales_id': 8144416, 'e_id': 1855, 'store_id': 2027, 'sales': 81, 'item_no': 876, 'city_name': 'West Nathanfort'}
{'sales_id': 7964583, 'e_id': 5756, 'store_id': 2027, 'sales': 95, 'item_no': 634, 'city_name': 'Lake Juanstad'}
{'sales_id': 7404688, 'e_id': 1855, 'store_id': 2027, 'sales': 46, 'item_no': 806, 'city_name': 'West Charles'}
{'sales_id': 8462382, 'e_id': 3854, 'store_id': 2733, 'sales': 34, 'item_no': 506, 'city_name': 'Port Vanessatown'}
{'sales_id': 209048, 'e_id': 3854, 'store_id': 2733, 'sales': 99, 'item_no': 767, 'city_name': 'Port Mark'}
{'sales_id': 8882815, 'e_id': 3854, 'store_id': 2733, 'sales': 83, 'item_no': 939, 'city_name': 'Lake Michael'}
{'sales_id': 506758, 'e_id': 5756, 'store_id': 2027, 'sales': 5, 'item_no': 897, 'city_name': 'Lauramouth'}
{'sales_id': 1465169, 'e_id': 1102, 'store_id': 2733, 'sales': 46, 'item_no': 817, 'city_name': 'Port Benjaminborough'}
{'sales_id': 1114740, 'e_id': 5756, 'store_id': 2027, 'sales': 8, 'item_no': 992, 'city_name': 'Richardton'}
{'sales_id': 3748061, 'e_id': 8824, 'store_id': 2733, 'sales': 89, 'item_no': 187, 'city_name': 'Wardchester'}
{'sales_id': 5594480, 'e_id': 4190, 'store_id': 2027, 'sales': 25, 'item_no': 820, 'city_name': 'West Jamesmouth'}
{'sales_id': 2067131, 'e_id': 1102, 'store_id': 2733, 'sales': 100, 'item_no': 629, 'city_name': 'Morganton'}
{'sales_id': 6245664, 'e_id': 3854, 'store_id': 2733, 'sales': 28, 'item_no': 668, 'city_name': 'Matthewberg'}
{'sales_id': 3945627, 'e_id': 1102, 'store_id': 2733, 'sales': 25, 'item_no': 870, 'city_name': 'West Wendyton'}
{'sales_id': 9379765, 'e_id': 4190, 'store_id': 2027, 'sales': 80, 'item_no': 897, 'city_name': 'Angelaport'}
{'sales_id': 6970795, 'e_id': 4190, 'store_id': 2027, 'sales': 21, 'item_no': 325, 'city_name': 'Samuelshire'}
{'sales_id': 1850495, 'e_id': 1855, 'store_id': 2027, 'sales': 84, 'item_no': 275, 'city_name': 'South Darlene'}
{'sales_id': 4760335, 'e_id': 8824, 'store_id': 2733, 'sales': 53, 'item_no': 137, 'city_name': 'Gaineschester'}
{'sales_id': 905022, 'e_id': 8824, 'store_id': 2733, 'sales': 56, 'item_no': 202, 'city_name': 'Macdonaldchester'}
{'sales_id': 5247182, 'e_id': 1855, 'store_id': 2027, 'sales': 50, 'item_no': 114, 'city_name': 'West Adam'}
{'sales_id': 3138344, 'e_id': 1855, 'store_id': 2027, 'sales': 35, 'item_no': 569, 'city_name': 'Lake Paulafurt'}
{'sales_id': 5476669, 'e_id': 3854, 'store_id': 2733, 'sales': 15, 'item_no': 101, 'city_name': 'Salasmouth'}
{'sales_id': 7271630, 'e_id': 1855, 'store_id': 2027, 'sales': 76, 'item_no': 348, 'city_name': 'North Deanna'}
{'sales_id': 2769084, 'e_id': 1102, 'store_id': 2733, 'sales': 1, 'item_no': 641, 'city_name': 'South Michele'}
{'sales_id': 6137265, 'e_id': 4190, 'store_id': 2027, 'sales': 32, 'item_no': 108, 'city_name': 'Fosterport'}
{'sales_id': 9123981, 'e_id': 4190, 'store_id': 2027, 'sales': 48, 'item_no': 790, 'city_name': 'North Carrie'}
{'sales_id': 4629596, 'e_id': 4190, 'store_id': 2027, 'sales': 50, 'item_no': 229, 'city_name': 'Estradamouth'}
{'sales_id': 9702126, 'e_id': 5756, 'store_id': 2027, 'sales': 64, 'item_no': 785, 'city_name': 'West Susanville'}
{'sales_id': 9374329, 'e_id': 4190, 'store_id': 2027, 'sales': 8, 'item_no': 202, 'city_name': 'Mckenzieside'}
{'sales_id': 9580618, 'e_id': 1855, 'store_id': 2027, 'sales': 71, 'item_no': 267, 'city_name': 'Port Rebecca'}
{'sales_id': 3435972, 'e_id': 1102, 'store_id': 2733, 'sales': 68, 'item_no': 241, 'city_name': 'Laurentown'}
{'sales_id': 6936799, 'e_id': 4190, 'store_id': 2027, 'sales': 54, 'item_no': 630, 'city_name': 'Mclaughlinshire'}
{'sales_id': 538546, 'e_id': 1102, 'store_id': 2733, 'sales': 54, 'item_no': 695, 'city_name': 'East Susan'}
{'sales_id': 3446567, 'e_id': 5756, 'store_id': 2027, 'sales': 61, 'item_no': 996, 'city_name': 'Alexanderburgh'}
{'sales_id': 7677027, 'e_id': 1855, 'store_id': 2027, 'sales': 22, 'item_no': 505, 'city_name': 'South Taylor'}
{'sales_id': 8567928, 'e_id': 3854, 'store_id': 2733, 'sales': 58, 'item_no': 267, 'city_name': 'Lake Carlosland'}
{'sales_id': 1285626, 'e_id': 5756, 'store_id': 2027, 'sales': 36, 'item_no': 728, 'city_name': 'South Jeff'}
{'sales_id': 454423, 'e_id': 5756, 'store_id': 2027, 'sales': 60, 'item_no': 856, 'city_name': 'Jillhaven'}
{'sales_id': 4600842, 'e_id': 1102, 'store_id': 2733, 'sales': 86, 'item_no': 780, 'city_name': 'Campbellfort'}
{'sales_id': 3777203, 'e_id': 4190, 'store_id': 2027, 'sales': 45, 'item_no': 281, 'city_name': 'Elizabethton'}
{'sales_id': 2731964, 'e_id': 4190, 'store_id': 2027, 'sales': 50, 'item_no': 759, 'city_name': 'Lake Courtneyborough'}
{'sales_id': 3526305, 'e_id': 4190, 'store_id': 2027, 'sales': 6, 'item_no': 212, 'city_name': 'Angelafurt'}
{'sales_id': 1865880, 'e_id': 3854, 'store_id': 2733, 'sales': 28, 'item_no': 590, 'city_name': 'Scotthaven'}
{'sales_id': 4422300, 'e_id': 3854, 'store_id': 2733, 'sales': 38, 'item_no': 938, 'city_name': 'West Marvinburgh'}
{'sales_id': 4217235, 'e_id': 1855, 'store_id': 2027, 'sales': 51, 'item_no': 721, 'city_name': 'North Courtneyborough'}
{'sales_id': 2388478, 'e_id': 5756, 'store_id': 2027, 'sales': 62, 'item_no': 655, 'city_name': 'Chloestad'}
{'sales_id': 1319669, 'e_id': 3854, 'store_id': 2733, 'sales': 81, 'item_no': 915, 'city_name': 'Tranbury'}
{'sales_id': 8618716, 'e_id': 8824, 'store_id': 2733, 'sales': 12, 'item_no': 326, 'city_name': 'Gentryton'}
{'sales_id': 3872283, 'e_id': 4190, 'store_id': 2027, 'sales': 8, 'item_no': 154, 'city_name': 'Montgomeryville'}
{'sales_id': 4541010, 'e_id': 4190, 'store_id': 2027, 'sales': 3, 'item_no': 914, 'city_name': 'North James'}
{'sales_id': 3700604, 'e_id': 4190, 'store_id': 2027, 'sales': 63, 'item_no': 17, 'city_name': 'Burkefort'}
{'sales_id': 6736249, 'e_id': 4190, 'store_id': 2027, 'sales': 96, 'item_no': 317, 'city_name': 'Port Curtis'}
{'sales_id': 9352721, 'e_id': 3854, 'store_id': 2733, 'sales': 19, 'item_no': 947, 'city_name': 'East Dawn'}
{'sales_id': 3228097, 'e_id': 1855, 'store_id': 2027, 'sales': 20, 'item_no': 880, 'city_name': 'Juliestad'}
{'sales_id': 8887537, 'e_id': 1855, 'store_id': 2027, 'sales': 48, 'item_no': 618, 'city_name': 'Vasquezshire'}
{'sales_id': 3452038, 'e_id': 8824, 'store_id': 2733, 'sales': 42, 'item_no': 75, 'city_name': 'Parrishview'}
{'sales_id': 6125006, 'e_id': 1102, 'store_id': 2733, 'sales': 93, 'item_no': 492, 'city_name': 'Lake Ericaport'}
{'sales_id': 8029955, 'e_id': 5756, 'store_id': 2027, 'sales': 42, 'item_no': 224, 'city_name': 'Millerport'}
{'sales_id': 1401511, 'e_id': 1855, 'store_id': 2027, 'sales': 22, 'item_no': 148, 'city_name': 'Gloriaview'}
{'sales_id': 9342727, 'e_id': 4190, 'store_id': 2027, 'sales': 58, 'item_no': 501, 'city_name': 'South Monicamouth'}
{'sales_id': 2830412, 'e_id': 1102, 'store_id': 2733, 'sales': 17, 'item_no': 65, 'city_name': 'Carpenterhaven'}
{'sales_id': 3009277, 'e_id': 8824, 'store_id': 2733, 'sales': 84, 'item_no': 358, 'city_name': 'Blackburgh'}
{'sales_id': 8987134, 'e_id': 8824, 'store_id': 2733, 'sales': 30, 'item_no': 72, 'city_name': 'Brianberg'}
{'sales_id': 4719083, 'e_id': 3854, 'store_id': 2733, 'sales': 34, 'item_no': 648, 'city_name': 'New Daniel'}
{'sales_id': 2303466, 'e_id': 1102, 'store_id': 2733, 'sales': 18, 'item_no': 134, 'city_name': 'Deleonton'}
{'sales_id': 7027313, 'e_id': 8824, 'store_id': 2733, 'sales': 88, 'item_no': 374, 'city_name': 'West Maryton'}
{'sales_id': 8986197, 'e_id': 8824, 'store_id': 2733, 'sales': 63, 'item_no': 48, 'city_name': 'Heatherville'}
{'sales_id': 871516, 'e_id': 1102, 'store_id': 2733, 'sales': 50, 'item_no': 220, 'city_name': 'Angelastad'}
{'sales_id': 8708259, 'e_id': 1855, 'store_id': 2027, 'sales': 91, 'item_no': 871, 'city_name': 'Jasonton'}
{'sales_id': 7309057, 'e_id': 1855, 'store_id': 2027, 'sales': 54, 'item_no': 933, 'city_name': 'South Christophermouth'}
{'sales_id': 7124210, 'e_id': 3854, 'store_id': 2733, 'sales': 60, 'item_no': 289, 'city_name': 'North Scottburgh'}
{'sales_id': 6344844, 'e_id': 4190, 'store_id': 2027, 'sales': 41, 'item_no': 19, 'city_name': 'Bradleymouth'}
{'sales_id': 1741472, 'e_id': 5756, 'store_id': 2027, 'sales': 18, 'item_no': 571, 'city_name': 'Cynthiabury'}
{'sales_id': 6006499, 'e_id': 8824, 'store_id': 2733, 'sales': 14, 'item_no': 77, 'city_name': 'North William'}
{'sales_id': 7254325, 'e_id': 8824, 'store_id': 2733, 'sales': 22, 'item_no': 471, 'city_name': 'Edwardmouth'}
{'sales_id': 5661756, 'e_id': 8824, 'store_id': 2733, 'sales': 71, 'item_no': 598, 'city_name': 'New Aliceshire'}
{'sales_id': 151134, 'e_id': 8824, 'store_id': 2733, 'sales': 12, 'item_no': 102, 'city_name': 'Pooleshire'}
{'sales_id': 7775511, 'e_id': 1855, 'store_id': 2027, 'sales': 37, 'item_no': 217, 'city_name': 'West Danny'}
{'sales_id': 2116757, 'e_id': 1855, 'store_id': 2027, 'sales': 46, 'item_no': 379, 'city_name': 'Nelsonstad'}
{'sales_id': 6244760, 'e_id': 1102, 'store_id': 2733, 'sales': 67, 'item_no': 709, 'city_name': 'Jenningsport'}
{'sales_id': 3402978, 'e_id': 5756, 'store_id': 2027, 'sales': 72, 'item_no': 746, 'city_name': 'Isaiahhaven'}
{'sales_id': 6064141, 'e_id': 3854, 'store_id': 2733, 'sales': 11, 'item_no': 388, 'city_name': 'Nathanfurt'}
{'sales_id': 7427672, 'e_id': 1102, 'store_id': 2733, 'sales': 42, 'item_no': 585, 'city_name': 'Whitakerbury'}
{'sales_id': 2766638, 'e_id': 1855, 'store_id': 2027, 'sales': 98, 'item_no': 174, 'city_name': 'Thompsonton'}
{'sales_id': 1631651, 'e_id': 8824, 'store_id': 2733, 'sales': 27, 'item_no': 338, 'city_name': 'Lindseyfurt'}
{'sales_id': 2253825, 'e_id': 4190, 'store_id': 2027, 'sales': 77, 'item_no': 910, 'city_name': 'Lake James'}
{'sales_id': 3171669, 'e_id': 8824, 'store_id': 2733, 'sales': 28, 'item_no': 304, 'city_name': 'Clarkburgh'}
{'sales_id': 4264865, 'e_id': 1102, 'store_id': 2733, 'sales': 22, 'item_no': 341, 'city_name': 'Velasquezstad'}
{'sales_id': 1386441, 'e_id': 4190, 'store_id': 2027, 'sales': 8, 'item_no': 116, 'city_name': 'Glennberg'}
{'sales_id': 3953179, 'e_id': 3854, 'store_id': 2733, 'sales': 19, 'item_no': 966, 'city_name': 'Ashleeside'}
{'sales_id': 5600480, 'e_id': 3854, 'store_id': 2733, 'sales': 43, 'item_no': 956, 'city_name': 'Lake Ann'}
{'sales_id': 6284562, 'e_id': 8824, 'store_id': 2733, 'sales': 93, 'item_no': 143, 'city_name': 'Port Cheryl'}
{'sales_id': 4515931, 'e_id': 8824, 'store_id': 2733, 'sales': 78, 'item_no': 162, 'city_name': 'Lake Leahhaven'}
{'sales_id': 3874799, 'e_id': 8824, 'store_id': 2733, 'sales': 46, 'item_no': 56, 'city_name': 'Millsberg'}
{'sales_id': 5776415, 'e_id': 8824, 'store_id': 2733, 'sales': 60, 'item_no': 622, 'city_name': 'New John'}
{'sales_id': 8881918, 'e_id': 1102, 'store_id': 2733, 'sales': 2, 'item_no': 231, 'city_name': 'West Brandon'}
{'sales_id': 2113140, 'e_id': 8824, 'store_id': 2733, 'sales': 36, 'item_no': 81, 'city_name': 'Calderonmouth'}
{'sales_id': 735780, 'e_id': 3854, 'store_id': 2733, 'sales': 10, 'item_no': 354, 'city_name': 'Riveraville'}
{'sales_id': 6341945, 'e_id': 1102, 'store_id': 2733, 'sales': 96, 'item_no': 175, 'city_name': 'Lake Jamie'}
{'sales_id': 7663653, 'e_id': 8824, 'store_id': 2733, 'sales': 10, 'item_no': 308, 'city_name': 'South Lindaview'}
{'sales_id': 3424800, 'e_id': 1855, 'store_id': 2027, 'sales': 89, 'item_no': 522, 'city_name': 'Hessmouth'}
{'sales_id': 9563899, 'e_id': 4190, 'store_id': 2027, 'sales': 73, 'item_no': 528, 'city_name': 'West Melanie'}
{'sales_id': 8578806, 'e_id': 5756, 'store_id': 2027, 'sales': 56, 'item_no': 355, 'city_name': 'Devinberg'}
{'sales_id': 9102534, 'e_id': 8824, 'store_id': 2733, 'sales': 59, 'item_no': 129, 'city_name': 'Port Andreaton'}
{'sales_id': 2919451, 'e_id': 1102, 'store_id': 2733, 'sales': 46, 'item_no': 196, 'city_name': 'East Dalechester'}
{'sales_id': 1298611, 'e_id': 1102, 'store_id': 2733, 'sales': 2, 'item_no': 619, 'city_name': 'Andersonberg'}
{'sales_id': 8455377, 'e_id': 1102, 'store_id': 2733, 'sales': 81, 'item_no': 399, 'city_name': 'Christopherside'}
{'sales_id': 6049923, 'e_id': 4190, 'store_id': 2027, 'sales': 34, 'item_no': 968, 'city_name': 'East Eric'}
{'sales_id': 9834791, 'e_id': 4190, 'store_id': 2027, 'sales': 38, 'item_no': 7, 'city_name': 'Port Laurenton'}
{'sales_id': 8189399, 'e_id': 4190, 'store_id': 2027, 'sales': 30, 'item_no': 825, 'city_name': 'Lake Tylerside'}
{'sales_id': 6320453, 'e_id': 1855, 'store_id': 2027, 'sales': 82, 'item_no': 213, 'city_name': 'Saundersville'}
{'sales_id': 3315553, 'e_id': 1102, 'store_id': 2733, 'sales': 12, 'item_no': 169, 'city_name': 'Greentown'}
{'sales_id': 1275854, 'e_id': 3854, 'store_id': 2733, 'sales': 89, 'item_no': 499, 'city_name': 'Coryburgh'}
{'sales_id': 6304716, 'e_id': 5756, 'store_id': 2027, 'sales': 68, 'item_no': 912, 'city_name': 'Port Jasonside'}
{'sales_id': 3186440, 'e_id': 1102, 'store_id': 2733, 'sales': 28, 'item_no': 787, 'city_name': 'West Cody'}
{'sales_id': 1432171, 'e_id': 5756, 'store_id': 2027, 'sales': 59, 'item_no': 940, 'city_name': 'Smithmouth'}
{'sales_id': 3491866, 'e_id': 5756, 'store_id': 2027, 'sales': 2, 'item_no': 824, 'city_name': 'Stephensstad'}
{'sales_id': 3899235, 'e_id': 8824, 'store_id': 2733, 'sales': 33, 'item_no': 774, 'city_name': 'Myersfurt'}
{'sales_id': 1184376, 'e_id': 4190, 'store_id': 2027, 'sales': 18, 'item_no': 536, 'city_name': 'New Michael'}
{'sales_id': 4641612, 'e_id': 4190, 'store_id': 2027, 'sales': 9, 'item_no': 660, 'city_name': 'North Matthew'}
{'sales_id': 2001059, 'e_id': 5756, 'store_id': 2027, 'sales': 39, 'item_no': 157, 'city_name': 'Lake Wendychester'}
{'sales_id': 7551318, 'e_id': 3854, 'store_id': 2733, 'sales': 45, 'item_no': 912, 'city_name': 'Lopezview'}
{'sales_id': 6222545, 'e_id': 1102, 'store_id': 2733, 'sales': 98, 'item_no': 227, 'city_name': 'New Tiffanyview'}
{'sales_id': 7473729, 'e_id': 1102, 'store_id': 2733, 'sales': 80, 'item_no': 264, 'city_name': 'Colleenland'}
{'sales_id': 1547345, 'e_id': 8824, 'store_id': 2733, 'sales': 94, 'item_no': 684, 'city_name': 'North Anthonyberg'}
{'sales_id': 7486679, 'e_id': 1855, 'store_id': 2027, 'sales': 84, 'item_no': 85, 'city_name': 'North Rachelmouth'}
{'sales_id': 4428530, 'e_id': 1102, 'store_id': 2733, 'sales': 41, 'item_no': 412, 'city_name': 'South Christopher'}
{'sales_id': 5142148, 'e_id': 1102, 'store_id': 2733, 'sales': 19, 'item_no': 110, 'city_name': 'Port James'}
{'sales_id': 225449, 'e_id': 1102, 'store_id': 2733, 'sales': 69, 'item_no': 144, 'city_name': 'South Rebeccaberg'}
{'sales_id': 7497231, 'e_id': 1102, 'store_id': 2733, 'sales': 95, 'item_no': 970, 'city_name': 'New Mary'}
{'sales_id': 3648762, 'e_id': 8824, 'store_id': 2733, 'sales': 52, 'item_no': 200, 'city_name': 'Evansmouth'}
{'sales_id': 7941692, 'e_id': 4190, 'store_id': 2027, 'sales': 70, 'item_no': 392, 'city_name': 'Higginsside'}
{'sales_id': 7536819, 'e_id': 5756, 'store_id': 2027, 'sales': 7, 'item_no': 1000, 'city_name': 'Elizabethborough'}
{'sales_id': 4029664, 'e_id': 5756, 'store_id': 2027, 'sales': 34, 'item_no': 197, 'city_name': 'South Heatherhaven'}
{'sales_id': 6987238, 'e_id': 4190, 'store_id': 2027, 'sales': 64, 'item_no': 321, 'city_name': 'New Ronaldton'}
{'sales_id': 7606736, 'e_id': 4190, 'store_id': 2027, 'sales': 0, 'item_no': 576, 'city_name': 'Nicholasberg'}
{'sales_id': 1579953, 'e_id': 8824, 'store_id': 2733, 'sales': 33, 'item_no': 849, 'city_name': 'South Laurietown'}
{'sales_id': 7282080, 'e_id': 3854, 'store_id': 2733, 'sales': 64, 'item_no': 911, 'city_name': 'East Melvinport'}
{'sales_id': 8129080, 'e_id': 4190, 'store_id': 2027, 'sales': 74, 'item_no': 192, 'city_name': 'Ashleyhaven'}
