{'sales_id': 71514, 'e_id': 2133, 'store_id': 3863, 'sales': 51, 'item_no': 179, 'city_name': 'Jonesland'}
{'sales_id': 5591680, 'e_id': 6510, 'store_id': 1467, 'sales': 91, 'item_no': 571, 'city_name': 'Hilltown'}
{'sales_id': 4591468, 'e_id': 6510, 'store_id': 1467, 'sales': 3, 'item_no': 940, 'city_name': 'Oscarview'}
{'sales_id': 169559, 'e_id': 8938, 'store_id': 1467, 'sales': 91, 'item_no': 277, 'city_name': 'West Joshua'}
{'sales_id': 318469, 'e_id': 6510, 'store_id': 1467, 'sales': 37, 'item_no': 810, 'city_name': 'Roblesland'}
{'sales_id': 9551507, 'e_id': 3679, 'store_id': 3863, 'sales': 33, 'item_no': 303, 'city_name': 'Bowersfurt'}
{'sales_id': 2229052, 'e_id': 2133, 'store_id': 3863, 'sales': 26, 'item_no': 257, 'city_name': 'East Ericberg'}
{'sales_id': 6591814, 'e_id': 8938, 'store_id': 1467, 'sales': 44, 'item_no': 444, 'city_name': 'Lake Jayview'}
{'sales_id': 3168893, 'e_id': 6510, 'store_id': 1467, 'sales': 20, 'item_no': 254, 'city_name': 'Haleyhaven'}
{'sales_id': 1077625, 'e_id': 6510, 'store_id': 1467, 'sales': 0, 'item_no': 306, 'city_name': 'Meganhaven'}
{'sales_id': 1097378, 'e_id': 6510, 'store_id': 1467, 'sales': 8, 'item_no': 221, 'city_name': 'Perezhaven'}
{'sales_id': 1940606, 'e_id': 8938, 'store_id': 1467, 'sales': 49, 'item_no': 290, 'city_name': 'West Isaacview'}
{'sales_id': 8886358, 'e_id': 2133, 'store_id': 3863, 'sales': 21, 'item_no': 296, 'city_name': 'Lake Lukeside'}
{'sales_id': 4816901, 'e_id': 8938, 'store_id': 1467, 'sales': 31, 'item_no': 489, 'city_name': 'North Austinmouth'}
{'sales_id': 4902395, 'e_id': 6510, 'store_id': 1467, 'sales': 37, 'item_no': 14, 'city_name': 'West Alexanderbury'}
{'sales_id': 9905830, 'e_id': 6510, 'store_id': 1467, 'sales': 40, 'item_no': 87, 'city_name': 'East Elizabeth'}
{'sales_id': 6313541, 'e_id': 2061, 'store_id': 1467, 'sales': 92, 'item_no': 970, 'city_name': 'Michellefort'}
{'sales_id': 7059981, 'e_id': 8938, 'store_id': 1467, 'sales': 32, 'item_no': 943, 'city_name': 'Troyview'}
{'sales_id': 1339807, 'e_id': 8938, 'store_id': 1467, 'sales': 41, 'item_no': 59, 'city_name': 'West Phillip'}
{'sales_id': 3878966, 'e_id': 2133, 'store_id': 3863, 'sales': 15, 'item_no': 968, 'city_name': 'South Michaelmouth'}
{'sales_id': 570062, 'e_id': 2133, 'store_id': 3863, 'sales': 0, 'item_no': 154, 'city_name': 'Port Christopherborough'}
{'sales_id': 3236983, 'e_id': 7292, 'store_id': 3863, 'sales': 69, 'item_no': 514, 'city_name': 'Gravesmouth'}
{'sales_id': 2562359, 'e_id': 6510, 'store_id': 1467, 'sales': 57, 'item_no': 281, 'city_name': 'Harperberg'}
{'sales_id': 4784933, 'e_id': 2133, 'store_id': 3863, 'sales': 86, 'item_no': 882, 'city_name': 'South Charlesland'}
{'sales_id': 4080022, 'e_id': 2133, 'store_id': 3863, 'sales': 73, 'item_no': 750, 'city_name': 'New Wayneville'}
{'sales_id': 1414530, 'e_id': 7292, 'store_id': 3863, 'sales': 28, 'item_no': 149, 'city_name': 'Port Bryan'}
{'sales_id': 3966857, 'e_id': 3679, 'store_id': 3863, 'sales': 65, 'item_no': 950, 'city_name': 'Port Julieland'}
{'sales_id': 884288, 'e_id': 7292, 'store_id': 3863, 'sales': 4, 'item_no': 933, 'city_name': 'North Feliciaport'}
{'sales_id': 7634189, 'e_id': 2061, 'store_id': 1467, 'sales': 68, 'item_no': 398, 'city_name': 'Michelleport'}
{'sales_id': 2483935, 'e_id': 3679, 'store_id': 3863, 'sales': 20, 'item_no': 930, 'city_name': 'East Richard'}
{'sales_id': 7756500, 'e_id': 6510, 'store_id': 1467, 'sales': 42, 'item_no': 126, 'city_name': 'Robertberg'}
{'sales_id': 9263636, 'e_id': 6510, 'store_id': 1467, 'sales': 63, 'item_no': 188, 'city_name': 'East Garyview'}
{'sales_id': 6222614, 'e_id': 7292, 'store_id': 3863, 'sales': 3, 'item_no': 953, 'city_name': 'Castroborough'}
{'sales_id': 4382237, 'e_id': 2061, 'store_id': 1467, 'sales': 25, 'item_no': 923, 'city_name': 'Carolynmouth'}
{'sales_id': 9456645, 'e_id': 3679, 'store_id': 3863, 'sales': 73, 'item_no': 298, 'city_name': 'Fieldsshire'}
{'sales_id': 1527881, 'e_id': 8938, 'store_id': 1467, 'sales': 95, 'item_no': 641, 'city_name': 'New April'}
{'sales_id': 7638418, 'e_id': 2061, 'store_id': 1467, 'sales': 91, 'item_no': 842, 'city_name': 'Hendricksside'}
{'sales_id': 536622, 'e_id': 6510, 'store_id': 1467, 'sales': 17, 'item_no': 575, 'city_name': 'Lake Tamara'}
{'sales_id': 4921245, 'e_id': 2061, 'store_id': 1467, 'sales': 68, 'item_no': 927, 'city_name': 'Lowerymouth'}
{'sales_id': 4884251, 'e_id': 3679, 'store_id': 3863, 'sales': 45, 'item_no': 46, 'city_name': 'Alexandratown'}
{'sales_id': 3562849, 'e_id': 2061, 'store_id': 1467, 'sales': 7, 'item_no': 242, 'city_name': 'Timothychester'}
{'sales_id': 3877306, 'e_id': 6510, 'store_id': 1467, 'sales': 99, 'item_no': 21, 'city_name': 'Amandaberg'}
{'sales_id': 1154549, 'e_id': 7292, 'store_id': 3863, 'sales': 90, 'item_no': 65, 'city_name': 'Lindsaychester'}
{'sales_id': 2625298, 'e_id': 3679, 'store_id': 3863, 'sales': 60, 'item_no': 227, 'city_name': 'Baldwinburgh'}
{'sales_id': 6573031, 'e_id': 6510, 'store_id': 1467, 'sales': 72, 'item_no': 678, 'city_name': 'Smithside'}
{'sales_id': 6886795, 'e_id': 2061, 'store_id': 1467, 'sales': 30, 'item_no': 93, 'city_name': 'Wilsonshire'}
{'sales_id': 4259477, 'e_id': 6510, 'store_id': 1467, 'sales': 80, 'item_no': 934, 'city_name': 'Lake Andrea'}
{'sales_id': 7523485, 'e_id': 7292, 'store_id': 3863, 'sales': 4, 'item_no': 614, 'city_name': 'Robertberg'}
{'sales_id': 7739680, 'e_id': 2133, 'store_id': 3863, 'sales': 39, 'item_no': 647, 'city_name': 'Taylorfurt'}
{'sales_id': 4601170, 'e_id': 2133, 'store_id': 3863, 'sales': 54, 'item_no': 781, 'city_name': 'South Angelahaven'}
{'sales_id': 756384, 'e_id': 7292, 'store_id': 3863, 'sales': 67, 'item_no': 542, 'city_name': 'Janetville'}
{'sales_id': 9060895, 'e_id': 2061, 'store_id': 1467, 'sales': 74, 'item_no': 531, 'city_name': 'Davidhaven'}
{'sales_id': 18179, 'e_id': 2133, 'store_id': 3863, 'sales': 53, 'item_no': 250, 'city_name': 'Masonfurt'}
{'sales_id': 915421, 'e_id': 6510, 'store_id': 1467, 'sales': 2, 'item_no': 328, 'city_name': 'Nicholasbury'}
{'sales_id': 5601756, 'e_id': 2061, 'store_id': 1467, 'sales': 4, 'item_no': 340, 'city_name': 'Monicaberg'}
{'sales_id': 3067979, 'e_id': 7292, 'store_id': 3863, 'sales': 81, 'item_no': 575, 'city_name': 'Lake Ronald'}
{'sales_id': 8998735, 'e_id': 6510, 'store_id': 1467, 'sales': 63, 'item_no': 685, 'city_name': 'Mistyberg'}
{'sales_id': 9641513, 'e_id': 2133, 'store_id': 3863, 'sales': 70, 'item_no': 305, 'city_name': 'Nelsonville'}
{'sales_id': 6585848, 'e_id': 2133, 'store_id': 3863, 'sales': 63, 'item_no': 489, 'city_name': 'Lake Joshua'}
{'sales_id': 6084345, 'e_id': 2133, 'store_id': 3863, 'sales': 59, 'item_no': 954, 'city_name': 'East Jennifermouth'}
{'sales_id': 9143207, 'e_id': 3679, 'store_id': 3863, 'sales': 96, 'item_no': 694, 'city_name': 'Port Bruce'}
{'sales_id': 392565, 'e_id': 6510, 'store_id': 1467, 'sales': 69, 'item_no': 435, 'city_name': 'Lake James'}
{'sales_id': 690336, 'e_id': 2133, 'store_id': 3863, 'sales': 39, 'item_no': 319, 'city_name': 'Port Ryanstad'}
{'sales_id': 9586359, 'e_id': 7292, 'store_id': 3863, 'sales': 17, 'item_no': 349, 'city_name': 'East Dylan'}
{'sales_id': 3404383, 'e_id': 2061, 'store_id': 1467, 'sales': 100, 'item_no': 290, 'city_name': 'North Patrickhaven'}
{'sales_id': 8076647, 'e_id': 2133, 'store_id': 3863, 'sales': 43, 'item_no': 503, 'city_name': 'North Lindahaven'}
{'sales_id': 9262758, 'e_id': 6510, 'store_id': 1467, 'sales': 5, 'item_no': 37, 'city_name': 'East Aprilton'}
{'sales_id': 5026890, 'e_id': 2133, 'store_id': 3863, 'sales': 33, 'item_no': 887, 'city_name': 'Wilkinsonchester'}
{'sales_id': 6824569, 'e_id': 2061, 'store_id': 1467, 'sales': 68, 'item_no': 124, 'city_name': 'North Sandra'}
{'sales_id': 4680623, 'e_id': 6510, 'store_id': 1467, 'sales': 17, 'item_no': 404, 'city_name': 'Port Marc'}
{'sales_id': 736620, 'e_id': 2133, 'store_id': 3863, 'sales': 5, 'item_no': 704, 'city_name': 'East Christinastad'}
{'sales_id': 5720696, 'e_id': 3679, 'store_id': 3863, 'sales': 94, 'item_no': 863, 'city_name': 'Herreraland'}
{'sales_id': 7247272, 'e_id': 7292, 'store_id': 3863, 'sales': 33, 'item_no': 503, 'city_name': 'Ballardside'}
{'sales_id': 6530286, 'e_id': 8938, 'store_id': 1467, 'sales': 15, 'item_no': 253, 'city_name': 'Port Thomaston'}
{'sales_id': 684419, 'e_id': 8938, 'store_id': 1467, 'sales': 0, 'item_no': 342, 'city_name': 'Shannonfurt'}
{'sales_id': 493057, 'e_id': 7292, 'store_id': 3863, 'sales': 33, 'item_no': 89, 'city_name': 'Kaitlinmouth'}
{'sales_id': 3820380, 'e_id': 8938, 'store_id': 1467, 'sales': 90, 'item_no': 437, 'city_name': 'Mcdonaldport'}
{'sales_id': 3593187, 'e_id': 8938, 'store_id': 1467, 'sales': 18, 'item_no': 922, 'city_name': 'Pamside'}
{'sales_id': 9895269, 'e_id': 2133, 'store_id': 3863, 'sales': 44, 'item_no': 296, 'city_name': 'Port Nathan'}
{'sales_id': 7764915, 'e_id': 3679, 'store_id': 3863, 'sales': 34, 'item_no': 563, 'city_name': 'Port Aaron'}
{'sales_id': 8398834, 'e_id': 7292, 'store_id': 3863, 'sales': 34, 'item_no': 151, 'city_name': 'Ayersland'}
{'sales_id': 6123758, 'e_id': 8938, 'store_id': 1467, 'sales': 58, 'item_no': 477, 'city_name': 'Lake Darrellstad'}
{'sales_id': 8380817, 'e_id': 2061, 'store_id': 1467, 'sales': 25, 'item_no': 918, 'city_name': 'Lake Josephton'}
{'sales_id': 9845500, 'e_id': 7292, 'store_id': 3863, 'sales': 30, 'item_no': 572, 'city_name': 'Torrestown'}
{'sales_id': 2100926, 'e_id': 6510, 'store_id': 1467, 'sales': 88, 'item_no': 863, 'city_name': 'Lisaburgh'}
{'sales_id': 8512268, 'e_id': 2133, 'store_id': 3863, 'sales': 37, 'item_no': 547, 'city_name': 'Hernandezside'}
{'sales_id': 331045, 'e_id': 7292, 'store_id': 3863, 'sales': 31, 'item_no': 788, 'city_name': 'Lake Shawnfort'}
{'sales_id': 4806121, 'e_id': 2133, 'store_id': 3863, 'sales': 71, 'item_no': 502, 'city_name': 'Bradleyhaven'}
{'sales_id': 3871277, 'e_id': 3679, 'store_id': 3863, 'sales': 9, 'item_no': 492, 'city_name': 'South Cassandraview'}
{'sales_id': 516803, 'e_id': 8938, 'store_id': 1467, 'sales': 72, 'item_no': 881, 'city_name': 'New Michelle'}
{'sales_id': 1722541, 'e_id': 8938, 'store_id': 1467, 'sales': 69, 'item_no': 496, 'city_name': 'North Meaganfort'}
{'sales_id': 4213326, 'e_id': 2061, 'store_id': 1467, 'sales': 80, 'item_no': 236, 'city_name': 'West Geoffrey'}
{'sales_id': 6764755, 'e_id': 8938, 'store_id': 1467, 'sales': 7, 'item_no': 762, 'city_name': 'Michelleport'}
{'sales_id': 1043077, 'e_id': 3679, 'store_id': 3863, 'sales': 0, 'item_no': 398, 'city_name': 'Angelamouth'}
{'sales_id': 2015904, 'e_id': 8938, 'store_id': 1467, 'sales': 95, 'item_no': 439, 'city_name': 'North Robert'}
{'sales_id': 1500816, 'e_id': 6510, 'store_id': 1467, 'sales': 45, 'item_no': 504, 'city_name': 'West Elizabethborough'}
{'sales_id': 994293, 'e_id': 8938, 'store_id': 1467, 'sales': 82, 'item_no': 66, 'city_name': 'Port Janicehaven'}
{'sales_id': 1720354, 'e_id': 3679, 'store_id': 3863, 'sales': 54, 'item_no': 755, 'city_name': 'Marissaport'}
{'sales_id': 1225826, 'e_id': 6510, 'store_id': 1467, 'sales': 90, 'item_no': 974, 'city_name': 'Port Sherichester'}
{'sales_id': 6321919, 'e_id': 6510, 'store_id': 1467, 'sales': 92, 'item_no': 795, 'city_name': 'Lake Loriborough'}
{'sales_id': 7084998, 'e_id': 2133, 'store_id': 3863, 'sales': 96, 'item_no': 384, 'city_name': 'East Rachel'}
{'sales_id': 5390254, 'e_id': 6510, 'store_id': 1467, 'sales': 51, 'item_no': 769, 'city_name': 'Lake Christian'}
{'sales_id': 5863925, 'e_id': 3679, 'store_id': 3863, 'sales': 56, 'item_no': 620, 'city_name': 'New Adamton'}
{'sales_id': 6647909, 'e_id': 8938, 'store_id': 1467, 'sales': 96, 'item_no': 417, 'city_name': 'Port Raymondview'}
{'sales_id': 5070355, 'e_id': 3679, 'store_id': 3863, 'sales': 84, 'item_no': 407, 'city_name': 'Kellyfort'}
{'sales_id': 6413105, 'e_id': 2133, 'store_id': 3863, 'sales': 60, 'item_no': 91, 'city_name': 'West Deannachester'}
{'sales_id': 5524953, 'e_id': 2061, 'store_id': 1467, 'sales': 64, 'item_no': 603, 'city_name': 'Jamesfort'}
{'sales_id': 935898, 'e_id': 2133, 'store_id': 3863, 'sales': 80, 'item_no': 192, 'city_name': 'Charlesfort'}
{'sales_id': 4701706, 'e_id': 7292, 'store_id': 3863, 'sales': 61, 'item_no': 517, 'city_name': 'Sparksstad'}
{'sales_id': 2946506, 'e_id': 8938, 'store_id': 1467, 'sales': 99, 'item_no': 801, 'city_name': 'Elizabethside'}
{'sales_id': 9484844, 'e_id': 7292, 'store_id': 3863, 'sales': 50, 'item_no': 689, 'city_name': 'Kelliville'}
{'sales_id': 9839171, 'e_id': 6510, 'store_id': 1467, 'sales': 0, 'item_no': 950, 'city_name': 'Port Erin'}
{'sales_id': 3362974, 'e_id': 7292, 'store_id': 3863, 'sales': 95, 'item_no': 569, 'city_name': 'Nguyenborough'}
{'sales_id': 5862804, 'e_id': 2061, 'store_id': 1467, 'sales': 9, 'item_no': 854, 'city_name': 'Williamsborough'}
{'sales_id': 9792886, 'e_id': 3679, 'store_id': 3863, 'sales': 9, 'item_no': 790, 'city_name': 'North Donna'}
{'sales_id': 28002, 'e_id': 2061, 'store_id': 1467, 'sales': 94, 'item_no': 853, 'city_name': 'West Kendraburgh'}
{'sales_id': 409893, 'e_id': 2061, 'store_id': 1467, 'sales': 40, 'item_no': 949, 'city_name': 'North Alicia'}
{'sales_id': 1371568, 'e_id': 2061, 'store_id': 1467, 'sales': 48, 'item_no': 744, 'city_name': 'East Barbaramouth'}
{'sales_id': 1807704, 'e_id': 8938, 'store_id': 1467, 'sales': 79, 'item_no': 318, 'city_name': 'Danielfort'}
{'sales_id': 5010271, 'e_id': 7292, 'store_id': 3863, 'sales': 64, 'item_no': 415, 'city_name': 'East Thomastown'}
{'sales_id': 7686758, 'e_id': 2133, 'store_id': 3863, 'sales': 81, 'item_no': 210, 'city_name': 'East Ashleyton'}
{'sales_id': 6557456, 'e_id': 6510, 'store_id': 1467, 'sales': 52, 'item_no': 513, 'city_name': 'Ralphtown'}
{'sales_id': 6506663, 'e_id': 2061, 'store_id': 1467, 'sales': 82, 'item_no': 909, 'city_name': 'Josephshire'}
{'sales_id': 9266189, 'e_id': 6510, 'store_id': 1467, 'sales': 51, 'item_no': 683, 'city_name': 'Martinezland'}
{'sales_id': 6112026, 'e_id': 3679, 'store_id': 3863, 'sales': 94, 'item_no': 257, 'city_name': 'Port Susan'}
{'sales_id': 8673592, 'e_id': 7292, 'store_id': 3863, 'sales': 97, 'item_no': 973, 'city_name': 'Johnsonbury'}
{'sales_id': 7728106, 'e_id': 2061, 'store_id': 1467, 'sales': 99, 'item_no': 724, 'city_name': 'Port Stevenside'}
{'sales_id': 3284473, 'e_id': 2061, 'store_id': 1467, 'sales': 53, 'item_no': 800, 'city_name': 'Lake Raymond'}
{'sales_id': 1921898, 'e_id': 8938, 'store_id': 1467, 'sales': 11, 'item_no': 23, 'city_name': 'New Timothy'}
{'sales_id': 7312266, 'e_id': 3679, 'store_id': 3863, 'sales': 64, 'item_no': 632, 'city_name': 'Thomasburgh'}
{'sales_id': 7871657, 'e_id': 6510, 'store_id': 1467, 'sales': 95, 'item_no': 731, 'city_name': 'Briggsshire'}
{'sales_id': 6704942, 'e_id': 2061, 'store_id': 1467, 'sales': 43, 'item_no': 147, 'city_name': 'New Robinstad'}
{'sales_id': 1831646, 'e_id': 2061, 'store_id': 1467, 'sales': 35, 'item_no': 111, 'city_name': 'Beasleyfurt'}
{'sales_id': 9890807, 'e_id': 3679, 'store_id': 3863, 'sales': 92, 'item_no': 669, 'city_name': 'Morsefurt'}
{'sales_id': 9293713, 'e_id': 2133, 'store_id': 3863, 'sales': 16, 'item_no': 190, 'city_name': 'Kevinborough'}
{'sales_id': 7808491, 'e_id': 6510, 'store_id': 1467, 'sales': 62, 'item_no': 392, 'city_name': 'Maryview'}
{'sales_id': 7527946, 'e_id': 3679, 'store_id': 3863, 'sales': 34, 'item_no': 863, 'city_name': 'Amytown'}
{'sales_id': 6722859, 'e_id': 3679, 'store_id': 3863, 'sales': 37, 'item_no': 690, 'city_name': 'Rebeccafurt'}
{'sales_id': 9923515, 'e_id': 8938, 'store_id': 1467, 'sales': 91, 'item_no': 647, 'city_name': 'South Joseph'}
{'sales_id': 3243294, 'e_id': 8938, 'store_id': 1467, 'sales': 23, 'item_no': 577, 'city_name': 'Annaview'}
{'sales_id': 8650740, 'e_id': 7292, 'store_id': 3863, 'sales': 94, 'item_no': 197, 'city_name': 'Walshborough'}
{'sales_id': 3012848, 'e_id': 8938, 'store_id': 1467, 'sales': 57, 'item_no': 397, 'city_name': 'Hannahburgh'}
{'sales_id': 5334453, 'e_id': 8938, 'store_id': 1467, 'sales': 76, 'item_no': 321, 'city_name': 'Mooremouth'}
{'sales_id': 1438582, 'e_id': 8938, 'store_id': 1467, 'sales': 79, 'item_no': 129, 'city_name': 'Velazquezview'}
{'sales_id': 730066, 'e_id': 6510, 'store_id': 1467, 'sales': 95, 'item_no': 745, 'city_name': 'East Holly'}
{'sales_id': 957452, 'e_id': 2133, 'store_id': 3863, 'sales': 66, 'item_no': 25, 'city_name': 'Rileyville'}
{'sales_id': 7604595, 'e_id': 6510, 'store_id': 1467, 'sales': 100, 'item_no': 737, 'city_name': 'Ashleyport'}
{'sales_id': 5607021, 'e_id': 2133, 'store_id': 3863, 'sales': 30, 'item_no': 434, 'city_name': 'Johnsonberg'}
{'sales_id': 7403079, 'e_id': 7292, 'store_id': 3863, 'sales': 35, 'item_no': 836, 'city_name': 'South Jason'}
{'sales_id': 6750298, 'e_id': 2061, 'store_id': 1467, 'sales': 38, 'item_no': 726, 'city_name': 'Kerrmouth'}
{'sales_id': 6216317, 'e_id': 8938, 'store_id': 1467, 'sales': 29, 'item_no': 428, 'city_name': 'Russoberg'}
{'sales_id': 6275767, 'e_id': 2061, 'store_id': 1467, 'sales': 32, 'item_no': 890, 'city_name': 'Nicholastown'}
{'sales_id': 9628041, 'e_id': 6510, 'store_id': 1467, 'sales': 87, 'item_no': 292, 'city_name': 'Alexisview'}
{'sales_id': 1780423, 'e_id': 2133, 'store_id': 3863, 'sales': 32, 'item_no': 930, 'city_name': 'West Madisonfort'}
{'sales_id': 999434, 'e_id': 7292, 'store_id': 3863, 'sales': 91, 'item_no': 949, 'city_name': 'New Mark'}
{'sales_id': 5703915, 'e_id': 7292, 'store_id': 3863, 'sales': 50, 'item_no': 864, 'city_name': 'Vincentborough'}
{'sales_id': 3598408, 'e_id': 6510, 'store_id': 1467, 'sales': 95, 'item_no': 772, 'city_name': 'Kevinland'}
{'sales_id': 1857827, 'e_id': 3679, 'store_id': 3863, 'sales': 79, 'item_no': 132, 'city_name': 'South Bradley'}
{'sales_id': 7244790, 'e_id': 7292, 'store_id': 3863, 'sales': 9, 'item_no': 488, 'city_name': 'Johnfurt'}
{'sales_id': 6807245, 'e_id': 3679, 'store_id': 3863, 'sales': 82, 'item_no': 534, 'city_name': 'New Christopherbury'}
{'sales_id': 5929729, 'e_id': 3679, 'store_id': 3863, 'sales': 31, 'item_no': 812, 'city_name': 'Ashleychester'}
{'sales_id': 6819590, 'e_id': 3679, 'store_id': 3863, 'sales': 11, 'item_no': 556, 'city_name': 'Smithchester'}
{'sales_id': 4063015, 'e_id': 6510, 'store_id': 1467, 'sales': 61, 'item_no': 307, 'city_name': 'New Kathyfort'}
{'sales_id': 6682701, 'e_id': 2133, 'store_id': 3863, 'sales': 96, 'item_no': 745, 'city_name': 'Zacharyshire'}
{'sales_id': 8600369, 'e_id': 7292, 'store_id': 3863, 'sales': 44, 'item_no': 644, 'city_name': 'Lake Angelica'}
{'sales_id': 5578505, 'e_id': 2133, 'store_id': 3863, 'sales': 52, 'item_no': 499, 'city_name': 'Longberg'}
{'sales_id': 6267855, 'e_id': 2061, 'store_id': 1467, 'sales': 84, 'item_no': 869, 'city_name': 'Gabrielaport'}
{'sales_id': 6564411, 'e_id': 2061, 'store_id': 1467, 'sales': 55, 'item_no': 69, 'city_name': 'Webbhaven'}
{'sales_id': 3537295, 'e_id': 8938, 'store_id': 1467, 'sales': 67, 'item_no': 608, 'city_name': 'Nancyshire'}
{'sales_id': 4250304, 'e_id': 2061, 'store_id': 1467, 'sales': 24, 'item_no': 941, 'city_name': 'Port Angelatown'}
{'sales_id': 6343696, 'e_id': 2133, 'store_id': 3863, 'sales': 49, 'item_no': 383, 'city_name': 'Shawnland'}
{'sales_id': 9476302, 'e_id': 2133, 'store_id': 3863, 'sales': 23, 'item_no': 476, 'city_name': 'Lewischester'}
{'sales_id': 929524, 'e_id': 6510, 'store_id': 1467, 'sales': 91, 'item_no': 503, 'city_name': 'Mauriceborough'}
{'sales_id': 1414186, 'e_id': 8938, 'store_id': 1467, 'sales': 42, 'item_no': 372, 'city_name': 'Samuelland'}
{'sales_id': 4971976, 'e_id': 2061, 'store_id': 1467, 'sales': 10, 'item_no': 461, 'city_name': 'Port Emily'}
{'sales_id': 9525733, 'e_id': 2061, 'store_id': 1467, 'sales': 90, 'item_no': 133, 'city_name': 'South Michelle'}
{'sales_id': 4106582, 'e_id': 2133, 'store_id': 3863, 'sales': 53, 'item_no': 143, 'city_name': 'Trevorshire'}
{'sales_id': 4466680, 'e_id': 2061, 'store_id': 1467, 'sales': 56, 'item_no': 141, 'city_name': 'Lake Danielton'}
{'sales_id': 2431685, 'e_id': 2061, 'store_id': 1467, 'sales': 100, 'item_no': 750, 'city_name': 'New Dawnside'}
{'sales_id': 3546285, 'e_id': 2061, 'store_id': 1467, 'sales': 70, 'item_no': 552, 'city_name': 'Pierceton'}
{'sales_id': 5925091, 'e_id': 2061, 'store_id': 1467, 'sales': 21, 'item_no': 550, 'city_name': 'Riveramouth'}
{'sales_id': 7176718, 'e_id': 2133, 'store_id': 3863, 'sales': 33, 'item_no': 68, 'city_name': 'East Elizabethland'}
{'sales_id': 87417, 'e_id': 2133, 'store_id': 3863, 'sales': 84, 'item_no': 261, 'city_name': 'Montgomeryfort'}
{'sales_id': 7791054, 'e_id': 2061, 'store_id': 1467, 'sales': 14, 'item_no': 665, 'city_name': 'New Rachelview'}
{'sales_id': 3932467, 'e_id': 7292, 'store_id': 3863, 'sales': 3, 'item_no': 164, 'city_name': 'Port Jonathanfurt'}
{'sales_id': 368677, 'e_id': 3679, 'store_id': 3863, 'sales': 37, 'item_no': 649, 'city_name': 'Port Eileen'}
{'sales_id': 9280499, 'e_id': 3679, 'store_id': 3863, 'sales': 91, 'item_no': 131, 'city_name': 'Lake Lisa'}
{'sales_id': 2080012, 'e_id': 2133, 'store_id': 3863, 'sales': 73, 'item_no': 876, 'city_name': 'East Megan'}
{'sales_id': 4042475, 'e_id': 6510, 'store_id': 1467, 'sales': 25, 'item_no': 837, 'city_name': 'Flynnmouth'}
{'sales_id': 5829604, 'e_id': 3679, 'store_id': 3863, 'sales': 64, 'item_no': 577, 'city_name': 'East Alexa'}
{'sales_id': 9975159, 'e_id': 2133, 'store_id': 3863, 'sales': 51, 'item_no': 667, 'city_name': 'Port Danielle'}
{'sales_id': 6822845, 'e_id': 6510, 'store_id': 1467, 'sales': 2, 'item_no': 11, 'city_name': 'Port Johnny'}
{'sales_id': 4843167, 'e_id': 2133, 'store_id': 3863, 'sales': 31, 'item_no': 475, 'city_name': 'Lake Charlesmouth'}
{'sales_id': 7273594, 'e_id': 2133, 'store_id': 3863, 'sales': 49, 'item_no': 243, 'city_name': 'Sallyfort'}
{'sales_id': 2170720, 'e_id': 6510, 'store_id': 1467, 'sales': 88, 'item_no': 281, 'city_name': 'Jonesfort'}
{'sales_id': 6628116, 'e_id': 2133, 'store_id': 3863, 'sales': 38, 'item_no': 957, 'city_name': 'West Heather'}
{'sales_id': 192511, 'e_id': 2061, 'store_id': 1467, 'sales': 26, 'item_no': 415, 'city_name': 'North Elizabeth'}
{'sales_id': 4199207, 'e_id': 2133, 'store_id': 3863, 'sales': 36, 'item_no': 238, 'city_name': 'Shahchester'}
{'sales_id': 479200, 'e_id': 8938, 'store_id': 1467, 'sales': 23, 'item_no': 876, 'city_name': 'Victoriaton'}
{'sales_id': 4385298, 'e_id': 3679, 'store_id': 3863, 'sales': 19, 'item_no': 326, 'city_name': 'North Kimberlyland'}
{'sales_id': 9895435, 'e_id': 6510, 'store_id': 1467, 'sales': 38, 'item_no': 527, 'city_name': 'Lake Scott'}
{'sales_id': 3822989, 'e_id': 8938, 'store_id': 1467, 'sales': 33, 'item_no': 414, 'city_name': 'Timothyhaven'}
{'sales_id': 6793637, 'e_id': 3679, 'store_id': 3863, 'sales': 75, 'item_no': 996, 'city_name': 'Campbellborough'}
{'sales_id': 6911651, 'e_id': 2133, 'store_id': 3863, 'sales': 85, 'item_no': 995, 'city_name': 'East Edgarberg'}
{'sales_id': 1328680, 'e_id': 8938, 'store_id': 1467, 'sales': 46, 'item_no': 986, 'city_name': 'Whitneyfort'}
{'sales_id': 6130579, 'e_id': 8938, 'store_id': 1467, 'sales': 38, 'item_no': 556, 'city_name': 'Lake Sherishire'}
{'sales_id': 1914958, 'e_id': 6510, 'store_id': 1467, 'sales': 20, 'item_no': 525, 'city_name': 'Hawkinsfort'}
{'sales_id': 4908297, 'e_id': 8938, 'store_id': 1467, 'sales': 59, 'item_no': 511, 'city_name': 'West Kristinaport'}
{'sales_id': 1579636, 'e_id': 2133, 'store_id': 3863, 'sales': 94, 'item_no': 692, 'city_name': 'North Austin'}
{'sales_id': 1694193, 'e_id': 2061, 'store_id': 1467, 'sales': 10, 'item_no': 591, 'city_name': 'New Kimberly'}
{'sales_id': 5229686, 'e_id': 8938, 'store_id': 1467, 'sales': 70, 'item_no': 541, 'city_name': 'Eugeneland'}
{'sales_id': 1933970, 'e_id': 2133, 'store_id': 3863, 'sales': 20, 'item_no': 660, 'city_name': 'Port Laurieland'}
