('5639', '8209', '3', '3768232')
('5639', '5345', '9', '2521150')
('3464', '2850', '8', '7890246')
('3464', '2850', '6', '3717284')
('3464', '2189', '7', '1036054')
('5639', '2907', '1', '337050')
('3464', '2630', '7', '360954')
('5639', '2907', '2', '3276101')
('3464', '2850', '1', '4927216')
('3464', '2189', '10', '5002251')
('5639', '2907', '1', '399447')
('5639', '8209', '10', '9810094')
('5639', '8209', '3', '9327433')
('3464', '2189', '8', '9666092')
('3464', '2850', '1', '841131')
('5639', '5345', '3', '9898155')
('3464', '2189', '5', '4782035')
('5639', '8209', '10', '3359777')
('3464', '2630', '5', '7492010')
('5639', '2907', '9', '7304891')
('3464', '2189', '7', '1632206')
('3464', '2630', '9', '2821374')
('3464', '2630', '4', '5828750')
('5639', '2907', '4', '240209')
('5639', '8209', '7', '4925048')
('5639', '2907', '10', '2613021')
('5639', '2907', '9', '7927739')
('3464', '2630', '9', '8005346')
('5639', '5345', '5', '6332464')
('3464', '2850', '8', '9951832')
('5639', '2907', '3', '8739791')
('5639', '2907', '1', '1793609')
('3464', '2850', '6', '825547')
('3464', '2850', '4', '599354')
('3464', '2850', '1', '6654925')
('5639', '2907', '3', '7485613')
('5639', '8209', '8', '2215297')
('3464', '2630', '5', '5157679')
('3464', '2189', '1', '7718431')
('3464', '2189', '9', '3583095')
('3464', '2189', '3', '6992005')
('5639', '5345', '7', '3659975')
('5639', '5345', '8', '6734504')
('3464', '2189', '7', '6698749')
('3464', '2850', '6', '6624101')
('3464', '2630', '5', '2603792')
('3464', '2850', '7', '4196466')
('5639', '2907', '6', '8273156')
('3464', '2630', '3', '7877898')
('5639', '5345', '10', '1999245')
('5639', '2907', '5', '3564054')
('5639', '8209', '10', '906005')
('3464', '2189', '9', '5981201')
('3464', '2189', '7', '8746068')
('3464', '2189', '3', '468089')
('5639', '2907', '4', '832392')
('5639', '8209', '3', '5594346')
('3464', '2630', '6', '4200143')
('3464', '2630', '9', '5041119')
('5639', '5345', '2', '3386782')
('5639', '8209', '8', '6233104')
('3464', '2189', '1', '9366247')
('3464', '2630', '10', '200711')
('3464', '2189', '3', '9366790')
('5639', '5345', '7', '6761730')
('5639', '2907', '3', '4031802')
('5639', '5345', '5', '6414610')
('5639', '2907', '9', '8876704')
('3464', '2850', '3', '2068715')
('5639', '2907', '7', '5168725')
('3464', '2850', '6', '6261066')
('5639', '8209', '5', '1895648')
('5639', '2907', '2', '7485506')
('5639', '2907', '8', '4787603')
('3464', '2189', '4', '9532175')
('3464', '2850', '9', '3978795')
('5639', '2907', '2', '104179')
('5639', '2907', '7', '4522293')
('3464', '2189', '9', '1069696')
('5639', '8209', '8', '9293765')
('3464', '2850', '7', '6819036')
('3464', '2850', '10', '8044943')
('3464', '2850', '1', '491185')
('5639', '2907', '6', '979548')
('3464', '2189', '9', '606448')
('3464', '2630', '1', '6786635')
('5639', '5345', '5', '7148473')
('3464', '2189', '5', '8816437')
('3464', '2189', '2', '4218622')
('3464', '2189', '3', '9040963')
('5639', '5345', '4', '8035022')
('3464', '2850', '7', '2855057')
('5639', '8209', '6', '4881778')
('5639', '5345', '7', '7964470')
('3464', '2850', '7', '7437943')
('3464', '2630', '10', '2767318')
('3464', '2850', '5', '7669020')
('3464', '2630', '8', '7810395')
('5639', '5345', '9', '7458926')
('3464', '2850', '6', '6839228')
('3464', '2189', '1', '8988181')
('5639', '5345', '7', '9700606')
('5639', '5345', '2', '4912454')
('5639', '5345', '1', '3080897')
('3464', '2189', '7', '1482617')
('5639', '5345', '7', '264186')
('3464', '2630', '2', '3363552')
('5639', '2907', '3', '206742')
('3464', '2630', '5', '6188952')
('5639', '2907', '5', '9440338')
('3464', '2189', '9', '8980296')
('3464', '2189', '10', '3589823')
('5639', '2907', '3', '2763578')
('3464', '2189', '7', '484563')
('3464', '2630', '6', '2923793')
('5639', '8209', '10', '2566220')
('5639', '5345', '5', '3782956')
('5639', '5345', '6', '5823576')
('5639', '2907', '8', '4865747')
('3464', '2630', '4', '4467701')
('5639', '8209', '1', '9905459')
('3464', '2630', '7', '9934983')
('5639', '2907', '10', '8284364')
('5639', '8209', '2', '5499895')
('5639', '2907', '3', '2504399')
('3464', '2630', '5', '7273085')
('3464', '2630', '10', '9621566')
('3464', '2189', '1', '7809039')
('3464', '2189', '2', '3185072')
('3464', '2850', '9', '5659384')
('3464', '2189', '3', '7610970')
('5639', '5345', '8', '489837')
('5639', '8209', '1', '5964221')
('3464', '2850', '1', '8207818')
('3464', '2630', '2', '2316970')
('5639', '5345', '4', '7955441')
('5639', '8209', '9', '3513681')
('3464', '2630', '3', '9831016')
('5639', '2907', '9', '3466969')
('5639', '5345', '9', '8963819')
('5639', '8209', '6', '2343018')
('5639', '5345', '10', '5792132')
('3464', '2850', '7', '1125625')
('5639', '2907', '7', '4492791')
('3464', '2630', '10', '8397459')
('5639', '2907', '8', '2053693')
('3464', '2189', '3', '2466334')
('5639', '2907', '8', '6241825')
('3464', '2630', '7', '3794839')
('3464', '2630', '9', '9700038')
('3464', '2630', '5', '6554206')
('5639', '5345', '6', '4609652')
('3464', '2630', '2', '6652111')
('3464', '2189', '5', '6081060')
('5639', '8209', '10', '8131014')
('5639', '5345', '5', '6797341')
('3464', '2630', '5', '167292')
('5639', '2907', '5', '6915744')
('5639', '5345', '2', '1660270')
('5639', '5345', '8', '6033369')
('3464', '2850', '5', '6136151')
('3464', '2189', '2', '2844616')
('5639', '8209', '10', '7607945')
('5639', '5345', '5', '2578964')
('3464', '2630', '4', '8245176')
('3464', '2630', '4', '4656610')
('3464', '2630', '5', '6954040')
('5639', '8209', '2', '3786762')
('5639', '5345', '4', '2643826')
('5639', '5345', '1', '5862019')
('3464', '2630', '1', '8140978')
('3464', '2630', '1', '2957676')
('3464', '2189', '7', '7197955')
('3464', '2189', '2', '7420613')
('3464', '2850', '6', '6835191')
('3464', '2850', '7', '5852303')
('5639', '8209', '3', '5177508')
('3464', '2630', '10', '7427763')
('3464', '2630', '9', '3357250')
('5639', '8209', '3', '4282901')
('3464', '2630', '10', '1097656')
('3464', '2850', '7', '3679981')
('3464', '2630', '1', '9778429')
('5639', '8209', '5', '5488044')
('3464', '2850', '3', '7494890')
('3464', '2850', '4', '5942166')
('3464', '2189', '6', '8315328')
('5639', '8209', '6', '3658029')
('5639', '2907', '8', '7457253')
('3464', '2630', '2', '2933714')
('5639', '2907', '3', '7993850')
('5639', '8209', '8', '2695374')
('3464', '2850', '7', '4513655')
('5639', '8209', '7', '29345')
('5639', '5345', '8', '5330266')
('5639', '2907', '6', '6090422')
('3464', '2630', '5', '1447380')
('3464', '2850', '4', '8564317')
('3464', '2850', '10', '579940')
('3464', '2850', '6', '2556055')
('5639', '8209', '8', '6048580')
('3464', '2630', '5', '9363351')
('5639', '8209', '1', '8716655')
('5639', '2907', '9', '5344498')
('5639', '8209', '2', '358949')
('5639', '2907', '10', '2379564')
('3464', '2850', '10', '1333020')
('5639', '5345', '7', '2103403')
('5639', '5345', '4', '752918')
('3464', '2850', '6', '9727029')
('5639', '8209', '1', '8421406')
('5639', '5345', '3', '3739486')
('5639', '8209', '5', '6898865')
('3464', '2850', '10', '5519770')
('3464', '2189', '9', '8977935')
('5639', '8209', '1', '7979931')
('5639', '8209', '6', '2265102')
('3464', '2850', '7', '7412055')
('3464', '2850', '10', '5383393')
('3464', '2630', '2', '664558')
('5639', '8209', '4', '1026670')
('3464', '2850', '9', '4098768')
('5639', '5345', '1', '4296738')
('5639', '5345', '6', '9072392')
('3464', '2189', '9', '2178989')
('5639', '5345', '3', '1693966')
('3464', '2630', '4', '1651998')
('5639', '5345', '10', '7243824')
('5639', '2907', '5', '6519980')
('3464', '2850', '3', '9059323')
('3464', '2189', '1', '7857048')
('3464', '2630', '7', '9661889')
('5639', '5345', '10', '8666122')
('5639', '8209', '8', '5699969')
('5639', '2907', '8', '8589077')
('5639', '5345', '7', '794696')
('5639', '2907', '5', '4680537')
('5639', '5345', '9', '6164158')
('5639', '8209', '3', '5513014')
('5639', '8209', '10', '6859229')
('5639', '2907', '2', '3214296')
('3464', '2189', '5', '3258767')
('3464', '2850', '5', '6678788')
('5639', '8209', '6', '1379885')
('3464', '2189', '1', '2080447')
('3464', '2189', '9', '4182029')
('5639', '8209', '9', '6885260')
('5639', '5345', '10', '1709926')
('3464', '2850', '8', '690526')
('5639', '2907', '9', '6292262')
('3464', '2189', '10', '4152524')
('3464', '2630', '7', '3510556')
('5639', '8209', '5', '2752490')
('3464', '2630', '9', '9925523')
('3464', '2189', '3', '2154063')
('5639', '8209', '3', '1732987')
('3464', '2630', '1', '9099107')
('3464', '2189', '5', '5776459')
('3464', '2850', '6', '7512608')
('5639', '2907', '6', '1316853')
('3464', '2189', '7', '6880976')
('3464', '2630', '3', '9052714')
('5639', '5345', '1', '2543576')
('3464', '2850', '10', '7371602')
('3464', '2189', '8', '6286226')
('5639', '8209', '2', '4077521')
('5639', '5345', '7', '9293781')
('3464', '2850', '5', '421551')
('3464', '2630', '1', '1761032')
('5639', '2907', '3', '8932259')
('5639', '8209', '7', '3999122')
('5639', '2907', '4', '2235474')
('5639', '5345', '6', '1253129')
('5639', '5345', '5', '667236')
('5639', '5345', '10', '5325002')
('3464', '2850', '8', '9146500')
('3464', '2850', '3', '3194546')
('5639', '5345', '10', '7702548')
('3464', '2189', '8', '6102646')
('5639', '8209', '5', '9228475')
('5639', '5345', '2', '9183508')
('3464', '2189', '7', '3675813')
('3464', '2189', '4', '7138578')
('5639', '8209', '2', '4594190')
('3464', '2189', '6', '9091414')
('5639', '5345', '7', '1008551')
('5639', '2907', '2', '8540075')
('5639', '8209', '5', '9222349')
('5639', '5345', '2', '7793245')
('3464', '2189', '10', '1484661')
('5639', '8209', '3', '2592762')
('5639', '5345', '3', '5756698')
('3464', '2189', '5', '186985')
('3464', '2850', '4', '5640939')
('3464', '2189', '1', '8259150')
('3464', '2189', '1', '5094594')
('3464', '2630', '3', '9570767')
('5639', '8209', '6', '1086396')
('3464', '2850', '8', '4432110')
('5639', '8209', '2', '9957565')
('3464', '2189', '5', '2880593')
('5639', '5345', '2', '1618450')
('5639', '8209', '6', '2738505')
('5639', '8209', '9', '4615349')
('3464', '2630', '5', '4252326')
('3464', '2189', '5', '8655258')
('5639', '2907', '3', '2559852')
('3464', '2189', '9', '5334072')
('3464', '2630', '7', '2655106')
('3464', '2189', '7', '6867033')
('3464', '2189', '6', '5773320')
('3464', '2630', '4', '684874')
('5639', '5345', '5', '568619')
('5639', '2907', '6', '6711394')
('3464', '2850', '2', '6391677')
('5639', '8209', '10', '777691')
('3464', '2850', '3', '1519917')
('5639', '5345', '8', '3759264')
('5639', '5345', '1', '190878')
('5639', '2907', '7', '6916252')
('5639', '5345', '9', '8400827')
('5639', '2907', '3', '777565')
('3464', '2630', '9', '4602682')
('5639', '8209', '7', '4348029')
('3464', '2630', '4', '34806')
('5639', '8209', '6', '3025569')
('5639', '8209', '7', '8940433')
('5639', '2907', '3', '9268856')
('5639', '5345', '8', '1835021')
('3464', '2850', '7', '5453874')
('3464', '2189', '10', '2830693')
('5639', '5345', '9', '6251497')
('5639', '5345', '5', '3912013')
('3464', '2630', '5', '8302897')
('3464', '2630', '3', '6808356')
('3464', '2189', '3', '1530575')
('5639', '8209', '8', '8739555')
('3464', '2189', '9', '6534910')
('5639', '5345', '3', '812382')
('5639', '5345', '10', '9934544')
('3464', '2189', '9', '8043221')
('5639', '2907', '1', '1696051')
('5639', '2907', '10', '6434543')
('5639', '8209', '10', '4531113')
('5639', '5345', '10', '1307459')
('5639', '2907', '4', '2184520')
('5639', '5345', '7', '8995920')
('5639', '5345', '3', '4680488')
('5639', '8209', '5', '9866282')
('5639', '8209', '2', '5908356')
('5639', '5345', '4', '8640139')
('3464', '2850', '5', '9906490')
('5639', '8209', '9', '4413959')
('5639', '2907', '9', '8866399')
('5639', '5345', '5', '787339')
('5639', '2907', '4', '7156313')
('5639', '8209', '1', '5825868')
('3464', '2850', '8', '424716')
('3464', '2630', '5', '6880970')
('5639', '2907', '2', '9229127')
('5639', '2907', '1', '1531214')
('3464', '2630', '1', '9472762')
('3464', '2630', '10', '126792')
('3464', '2630', '9', '29905')
('3464', '2630', '7', '9060955')
('3464', '2850', '6', '6313084')
('3464', '2630', '9', '1833346')
('5639', '8209', '1', '8228304')
('3464', '2189', '3', '9134151')
('3464', '2189', '1', '5618901')
('3464', '2850', '2', '4076335')
('3464', '2189', '8', '6327935')
('5639', '2907', '4', '7582375')
('3464', '2189', '9', '7538086')
('3464', '2189', '7', '4252582')
('5639', '5345', '7', '6905180')
('5639', '8209', '10', '4241206')
('3464', '2189', '5', '1539364')
('3464', '2630', '6', '8719311')
('3464', '2630', '1', '9407928')
('3464', '2630', '2', '4233051')
('5639', '8209', '9', '5509983')
('3464', '2630', '2', '1372174')
('5639', '8209', '5', '7651390')
('3464', '2630', '3', '3934604')
('3464', '2630', '1', '6810741')
('3464', '2630', '9', '7898991')
('5639', '2907', '4', '1393500')
('5639', '8209', '10', '4814374')
('5639', '8209', '6', '1655218')
('3464', '2189', '2', '9669150')
('5639', '5345', '10', '3888737')
('5639', '5345', '4', '3202306')
('3464', '2630', '6', '1522355')
('3464', '2850', '6', '1864505')
('5639', '2907', '8', '5827166')
('5639', '5345', '9', '7058528')
('3464', '2189', '2', '5446977')
('3464', '2850', '2', '726679')
('5639', '8209', '5', '4742490')
('3464', '2189', '1', '8223516')
('3464', '2850', '7', '679604')
('3464', '2850', '10', '5223457')
('3464', '2630', '9', '1783655')
('3464', '2630', '6', '4283089')
('5639', '5345', '4', '1835436')
('5639', '8209', '2', '9358763')
('5639', '8209', '10', '8419129')
('5639', '2907', '1', '799898')
('3464', '2630', '10', '7070213')
('5639', '2907', '5', '6248894')
('5639', '5345', '8', '8453585')
('5639', '5345', '2', '7445192')
('3464', '2850', '8', '2305810')
('5639', '8209', '1', '2024540')
('5639', '5345', '6', '9129289')
('5639', '5345', '8', '2414014')
('5639', '8209', '10', '2942232')
('3464', '2189', '4', '1642981')
('3464', '2630', '9', '4582554')
('5639', '2907', '4', '2949863')
('5639', '5345', '2', '3523690')
('5639', '2907', '4', '6531254')
('5639', '8209', '8', '2621974')
('5639', '5345', '4', '4422385')
('3464', '2189', '6', '7856317')
('3464', '2189', '5', '874355')
('3464', '2630', '10', '2219823')
('3464', '2189', '7', '9965911')
('3464', '2189', '3', '4877655')
('5639', '2907', '5', '5985461')
('5639', '2907', '10', '7421329')
('5639', '5345', '1', '6776656')
('5639', '8209', '9', '573230')
('5639', '2907', '2', '4652634')
('3464', '2630', '8', '2950256')
('3464', '2850', '2', '2753828')
('3464', '2850', '1', '5057940')
('3464', '2189', '9', '6060596')
('3464', '2850', '1', '8004296')
('5639', '2907', '7', '38067')
('3464', '2630', '1', '4184255')
('5639', '2907', '6', '2815224')
('5639', '8209', '6', '2833775')
('5639', '8209', '3', '9423466')
('5639', '5345', '8', '8280296')
('3464', '2630', '2', '7431838')
('5639', '2907', '1', '6473063')
('3464', '2630', '5', '7282732')
('3464', '2189', '1', '883653')
('3464', '2630', '10', '5268091')
('3464', '2630', '2', '5315531')
('5639', '2907', '2', '7463214')
('5639', '2907', '4', '3872061')
('5639', '5345', '8', '2089833')
('5639', '8209', '3', '4481913')
('3464', '2189', '9', '8480107')
('3464', '2189', '1', '8282889')
('3464', '2630', '7', '27390')
('3464', '2189', '9', '62196')
('3464', '2189', '6', '1259861')
('3464', '2850', '1', '3280443')
('5639', '5345', '3', '9445391')
('5639', '2907', '1', '6468399')
('3464', '2630', '3', '1312371')
('3464', '2850', '4', '1755323')
('3464', '2850', '1', '9579657')
('5639', '2907', '7', '9804725')
('3464', '2630', '1', '5725977')
('3464', '2850', '2', '4675568')
('3464', '2189', '6', '3798241')
('5639', '8209', '2', '1901939')
('3464', '2189', '3', '371971')
('5639', '5345', '2', '5955995')
('3464', '2189', '7', '7846765')
('5639', '5345', '5', '4175879')
('5639', '5345', '1', '5513191')
('3464', '2850', '5', '8486637')
('3464', '2630', '7', '5930574')
('3464', '2850', '3', '4888302')
('5639', '5345', '8', '4315495')
('3464', '2189', '5', '1034593')
('5639', '5345', '3', '7175596')
('5639', '5345', '7', '5084244')
('5639', '8209', '8', '4843173')
('5639', '5345', '7', '2639684')
('3464', '2189', '7', '2755087')
('5639', '5345', '8', '3481149')
('5639', '8209', '3', '4581182')
('5639', '2907', '8', '3323771')
('5639', '5345', '4', '7332355')
('5639', '2907', '7', '1596880')
('3464', '2850', '3', '5341771')
('5639', '8209', '3', '9814032')
('5639', '8209', '2', '4831933')
('3464', '2850', '7', '9293324')
('5639', '2907', '2', '5516323')
('5639', '2907', '7', '8945518')
('3464', '2850', '3', '683619')
('3464', '2850', '5', '1051669')
('5639', '5345', '2', '9626575')
('3464', '2850', '7', '7183424')
('5639', '5345', '9', '75722')
('5639', '5345', '4', '3435952')
('3464', '2850', '1', '3999877')
('3464', '2189', '1', '2230912')
('3464', '2850', '4', '6513561')
('5639', '2907', '9', '2617100')
('5639', '8209', '6', '8610567')
('5639', '5345', '3', '2401892')
('5639', '5345', '5', '9583855')
('5639', '5345', '9', '106505')
('5639', '2907', '7', '4815946')
('3464', '2850', '6', '10503')
('5639', '5345', '9', '4513686')
('3464', '2189', '8', '3413056')
('5639', '8209', '4', '8394149')
('3464', '2189', '10', '9393533')
('3464', '2189', '9', '568726')
('3464', '2630', '5', '7787077')
('5639', '5345', '5', '2621832')
('5639', '2907', '9', '6801688')
('3464', '2189', '1', '5939323')
('5639', '8209', '7', '1209192')
('3464', '2630', '2', '1864989')
('5639', '2907', '2', '103328')
('3464', '2850', '7', '3564470')
('5639', '2907', '6', '1345368')
('5639', '2907', '9', '9155191')
('3464', '2850', '2', '4478221')
('5639', '5345', '3', '5085066')
('5639', '8209', '10', '3455400')
('5639', '2907', '7', '5473673')
('3464', '2189', '10', '1764853')
('3464', '2630', '3', '1395309')
('5639', '2907', '4', '7575117')
('5639', '2907', '1', '4129390')
('5639', '2907', '6', '2048612')
('3464', '2630', '4', '2974235')
('3464', '2189', '5', '4865479')
('3464', '2850', '2', '7199711')
('3464', '2850', '8', '2297727')
('5639', '2907', '3', '7025073')
('5639', '2907', '3', '9805625')
('5639', '5345', '8', '8071046')
('5639', '8209', '10', '5543702')
('5639', '8209', '7', '2573282')
('5639', '2907', '6', '6038396')
('3464', '2630', '8', '1654028')
('5639', '5345', '4', '6133841')
('5639', '2907', '1', '1438893')
('3464', '2189', '9', '3173893')
('3464', '2850', '2', '3816555')
('3464', '2630', '6', '3894015')
('5639', '2907', '6', '8432323')
('3464', '2630', '5', '2132030')
('3464', '2850', '9', '6349476')
('3464', '2189', '7', '9533605')
('5639', '2907', '9', '264134')
('3464', '2630', '9', '3087010')
('5639', '5345', '2', '6461007')
('5639', '5345', '3', '9163374')
('5639', '5345', '5', '6006331')
('5639', '2907', '10', '7525204')
('5639', '8209', '10', '3998022')
('3464', '2850', '2', '1041551')
('3464', '2630', '10', '3082437')
('3464', '2850', '3', '6376247')
('5639', '8209', '6', '2423672')
('3464', '2630', '6', '2914413')
('3464', '2850', '1', '8784361')
('3464', '2850', '6', '2766503')
('3464', '2189', '6', '5392889')
('5639', '8209', '10', '7869048')
('3464', '2850', '4', '5716713')
('5639', '2907', '3', '5310886')
('5639', '5345', '1', '113277')
('3464', '2630', '9', '5198287')
('5639', '2907', '3', '8264570')
('5639', '5345', '1', '3334167')
('3464', '2850', '8', '7176674')
('5639', '5345', '3', '8367599')
('3464', '2630', '9', '7459423')
('5639', '8209', '1', '6183322')
('5639', '2907', '8', '9062333')
('3464', '2850', '2', '3463600')
('5639', '8209', '4', '4857574')
('5639', '2907', '2', '8629705')
('3464', '2189', '6', '4400992')
('3464', '2189', '10', '6901219')
('5639', '5345', '10', '4875673')
('5639', '8209', '1', '3254265')
('3464', '2850', '1', '3876564')
('3464', '2850', '10', '2070099')
('5639', '2907', '9', '4615876')
('3464', '2630', '5', '2040815')
('3464', '2189', '8', '1209068')
('3464', '2630', '9', '6746784')
('3464', '2189', '1', '5514978')
('3464', '2850', '9', '4900076')
('5639', '2907', '6', '4925809')
('5639', '5345', '4', '2109128')
('3464', '2850', '6', '5964172')
('5639', '5345', '10', '8177246')
('5639', '2907', '1', '3108590')
('5639', '8209', '3', '1592895')
('3464', '2850', '3', '2434661')
('5639', '5345', '5', '7981197')
('5639', '2907', '1', '3607940')
('5639', '8209', '6', '8301486')
('3464', '2189', '2', '9880120')
('3464', '2189', '1', '5450943')
('5639', '2907', '3', '8977878')
('5639', '2907', '2', '8857002')
('3464', '2189', '8', '2533204')
('5639', '2907', '6', '6287750')
('3464', '2189', '10', '9967861')
('3464', '2850', '3', '3290145')
('3464', '2630', '6', '7398596')
('3464', '2189', '1', '2276212')
('5639', '8209', '3', '937610')
('3464', '2189', '2', '3249800')
('5639', '8209', '9', '8611419')
('3464', '2189', '5', '9552374')
('5639', '2907', '4', '7274563')
('5639', '2907', '9', '8120572')
('3464', '2850', '1', '5184430')
('5639', '2907', '5', '9203733')
('3464', '2189', '5', '9811026')
('5639', '2907', '2', '2387630')
('5639', '8209', '7', '4626580')
('3464', '2630', '4', '4089281')
('3464', '2630', '3', '5136807')
('3464', '2189', '9', '8095981')
('3464', '2850', '4', '5238759')
('5639', '2907', '3', '6408866')
('5639', '8209', '8', '3669195')
('3464', '2189', '3', '5107944')
('3464', '2189', '6', '193876')
('3464', '2850', '10', '3458471')
('3464', '2189', '8', '2519282')
('3464', '2189', '9', '5144503')
('5639', '2907', '9', '6426964')
('5639', '8209', '3', '5087486')
('5639', '5345', '5', '2727824')
('3464', '2189', '5', '2954567')
('5639', '8209', '6', '1850658')
('3464', '2850', '10', '1331995')
('5639', '2907', '8', '5792298')
('5639', '2907', '10', '8472313')
('3464', '2630', '10', '3726660')
('5639', '8209', '6', '5849946')
('3464', '2189', '3', '3208080')
('5639', '2907', '2', '4918461')
('5639', '8209', '1', '2400424')
('5639', '8209', '4', '5880914')
('5639', '5345', '7', '9904889')
('5639', '2907', '9', '4769395')
('3464', '2630', '7', '8541231')
('3464', '2630', '8', '6011744')
('3464', '2189', '10', '2001997')
('3464', '2189', '2', '2238332')
('5639', '8209', '4', '4295176')
('5639', '8209', '6', '5158673')
('5639', '8209', '3', '9545656')
('5639', '8209', '1', '4793170')
('5639', '2907', '5', '3405182')
('5639', '8209', '8', '2435319')
('3464', '2850', '8', '5351336')
('5639', '2907', '1', '4934138')
('5639', '2907', '5', '3050539')
('3464', '2189', '2', '8550071')
('3464', '2850', '7', '9037858')
('3464', '2850', '4', '270958')
('3464', '2850', '5', '1451496')
('3464', '2850', '6', '111972')
('3464', '2189', '8', '2057455')
('3464', '2630', '9', '8461141')
('5639', '8209', '8', '6685604')
('3464', '2189', '4', '4383741')
('5639', '8209', '2', '3694762')
('3464', '2850', '3', '2831771')
('3464', '2630', '4', '957431')
('3464', '2189', '1', '6633420')
('3464', '2630', '7', '7389815')
('5639', '5345', '10', '6528471')
('5639', '2907', '4', '8648992')
('5639', '5345', '5', '4430339')
('5639', '8209', '10', '8668350')
('3464', '2189', '6', '4916576')
('3464', '2630', '5', '1564825')
('5639', '8209', '6', '5973816')
('3464', '2850', '3', '8314506')
('5639', '2907', '3', '7096303')
('3464', '2630', '7', '5384507')
('5639', '2907', '2', '7535894')
('3464', '2850', '9', '558854')
('5639', '8209', '2', '872796')
('3464', '2189', '1', '9362477')
('5639', '2907', '9', '2305165')
('5639', '8209', '6', '2306117')
('3464', '2850', '1', '6245950')
('5639', '8209', '7', '8013938')
('5639', '2907', '2', '1904084')
('5639', '8209', '5', '9308182')
('3464', '2630', '5', '1244215')
('5639', '2907', '2', '3756856')
('5639', '8209', '4', '8301762')
('3464', '2850', '2', '9469103')
('5639', '8209', '2', '8610269')
('5639', '5345', '2', '1509495')
('5639', '2907', '8', '7073594')
('3464', '2630', '2', '3893446')
('3464', '2189', '5', '191681')
('5639', '2907', '7', '5062563')
('3464', '2850', '5', '7130091')
('3464', '2189', '8', '8397620')
('5639', '2907', '10', '797330')
('5639', '2907', '4', '7455321')
('3464', '2189', '5', '987210')
('3464', '2630', '5', '1262231')
('3464', '2630', '2', '8321234')
('5639', '5345', '3', '4855103')
('3464', '2189', '6', '5252461')
('3464', '2630', '8', '7291423')
('3464', '2189', '10', '7124013')
('5639', '2907', '10', '715140')
('5639', '2907', '10', '3255179')
('3464', '2630', '7', '2718004')
('5639', '5345', '10', '900084')
('5639', '8209', '3', '9274509')
('3464', '2189', '2', '8115786')
('3464', '2850', '9', '7187863')
('5639', '5345', '3', '709467')
('5639', '5345', '9', '696673')
('5639', '2907', '6', '8470051')
('3464', '2189', '8', '2857874')
('3464', '2189', '5', '2516510')
('3464', '2189', '2', '7211104')
('3464', '2189', '6', '7476599')
('5639', '5345', '4', '8575732')
('3464', '2850', '10', '6066241')
('3464', '2189', '6', '6784211')
('5639', '2907', '6', '3742667')
('3464', '2630', '3', '2292949')
('3464', '2850', '9', '5875146')
('5639', '8209', '1', '2251361')
('3464', '2630', '1', '610847')
('5639', '8209', '6', '9830331')
('3464', '2189', '7', '8337041')
('5639', '5345', '5', '8669672')
('3464', '2850', '1', '6306880')
('5639', '5345', '5', '2901345')
('3464', '2850', '6', '8722359')
('3464', '2189', '10', '2428485')
('5639', '8209', '9', '2918332')
('3464', '2630', '6', '7898809')
('5639', '2907', '4', '9241105')
('5639', '5345', '1', '6524009')
('3464', '2850', '2', '728406')
('3464', '2630', '7', '8806474')
('3464', '2630', '5', '4232884')
('5639', '2907', '2', '4878888')
('5639', '5345', '8', '2704698')
('3464', '2630', '10', '6764141')
('5639', '2907', '10', '7933167')
('5639', '8209', '1', '4068061')
('5639', '8209', '8', '2391876')
('3464', '2630', '2', '4723500')
('5639', '8209', '10', '2449728')
('3464', '2630', '2', '771037')
('3464', '2630', '10', '5542270')
('3464', '2630', '8', '3797907')
('3464', '2850', '8', '4735154')
('3464', '2630', '4', '3628834')
('5639', '5345', '1', '4450381')
('5639', '8209', '2', '6400881')
('3464', '2850', '7', '2222760')
('5639', '2907', '4', '6429593')
('3464', '2850', '10', '1644396')
('3464', '2850', '3', '8014450')
('3464', '2850', '6', '4600305')
('3464', '2630', '8', '7315670')
('3464', '2850', '10', '2854670')
('5639', '5345', '9', '2902694')
('5639', '8209', '1', '9744864')
('3464', '2189', '5', '7243111')
('3464', '2850', '7', '8717140')
('3464', '2630', '10', '102738')
('5639', '2907', '10', '9714057')
('3464', '2630', '8', '7847732')
('5639', '8209', '9', '260209')
('5639', '8209', '4', '6460940')
('5639', '2907', '8', '3813388')
('3464', '2850', '7', '1932612')
('3464', '2189', '5', '1874659')
('3464', '2850', '1', '8589361')
('3464', '2189', '10', '9461083')
('3464', '2850', '2', '2010199')
('3464', '2850', '5', '9138446')
('3464', '2850', '2', '5253735')
('5639', '2907', '4', '5933064')
('3464', '2630', '4', '4710972')
('3464', '2189', '1', '8492295')
('3464', '2850', '3', '5916463')
('3464', '2630', '8', '1021299')
('5639', '2907', '8', '9170690')
('3464', '2189', '10', '6033776')
('5639', '8209', '1', '9274631')
('3464', '2189', '7', '3507214')
('5639', '8209', '8', '5898297')
('3464', '2189', '5', '8620696')
('3464', '2850', '3', '6268523')
('3464', '2850', '6', '315718')
('5639', '2907', '3', '7344004')
('5639', '5345', '9', '3660396')
