('5155', '8081', '7', '9780680')
('5155', '8048', '10', '8955418')
('4835', '642', '3', '581006')
('4835', '642', '5', '7727423')
('4835', '4479', '7', '1113704')
('5155', '8081', '4', '1317307')
('5155', '8081', '1', '7690444')
('5155', '8048', '10', '8092892')
('4835', '642', '9', '6435188')
('4835', '642', '7', '4425652')
('5155', '8048', '10', '399690')
('5155', '1645', '4', '3049666')
('5155', '1645', '3', '7440080')
('4835', '642', '8', '3370852')
('4835', '986', '9', '1871497')
('4835', '986', '8', '5824635')
('5155', '1645', '4', '7045618')
('4835', '986', '4', '3976577')
('4835', '986', '5', '7755607')
('4835', '4479', '9', '605457')
('5155', '1645', '6', '2271092')
('4835', '4479', '8', '6492764')
('5155', '8081', '2', '872492')
('4835', '4479', '4', '1721864')
('4835', '4479', '4', '4338300')
('5155', '8048', '8', '3845882')
('4835', '986', '8', '1244262')
('4835', '986', '8', '3107209')
('5155', '1645', '4', '9667713')
('4835', '4479', '8', '1098990')
('4835', '642', '7', '7304954')
('5155', '8081', '1', '8522852')
('4835', '642', '10', '3893549')
('4835', '986', '9', '7961953')
('4835', '4479', '1', '5152999')
('4835', '986', '4', '6120794')
('5155', '8081', '10', '7573763')
('5155', '1645', '4', '6478794')
('5155', '1645', '10', '808290')
('5155', '8048', '9', '1714225')
('4835', '986', '3', '6678083')
('4835', '986', '8', '3592894')
('4835', '986', '4', '8497273')
('4835', '642', '2', '5929156')
('5155', '8081', '6', '8178194')
('4835', '4479', '10', '2925739')
('5155', '1645', '6', '6793980')
('4835', '642', '2', '9257041')
('4835', '642', '1', '3786287')
('5155', '8081', '3', '7970505')
('4835', '642', '5', '5285368')
('4835', '642', '6', '6855763')
('4835', '4479', '10', '7744066')
('4835', '4479', '4', '7758415')
('5155', '8048', '7', '3450253')
('4835', '986', '7', '5256479')
('5155', '8081', '3', '6746900')
('5155', '8048', '7', '18294')
('5155', '8048', '1', '6724751')
('5155', '8048', '4', '4414492')
('5155', '1645', '3', '2728981')
('4835', '986', '4', '2200908')
('4835', '642', '6', '363801')
('5155', '8081', '5', '9033940')
('4835', '4479', '9', '9876928')
('4835', '986', '6', '4944925')
('5155', '8048', '2', '3342223')
('4835', '4479', '8', '5474954')
('5155', '8048', '7', '4312499')
('5155', '8081', '9', '3358220')
('5155', '1645', '9', '9474216')
('4835', '986', '3', '7256288')
('5155', '8048', '10', '9309658')
('4835', '642', '9', '151651')
('4835', '986', '2', '5852882')
('5155', '8048', '2', '429994')
('4835', '986', '2', '1790894')
('5155', '8081', '3', '7557810')
('4835', '4479', '7', '52166')
('5155', '8048', '10', '5840887')
('4835', '986', '10', '2437754')
('4835', '642', '1', '9538563')
('4835', '4479', '6', '4666912')
('4835', '642', '6', '6405572')
('5155', '8081', '6', '6565727')
('4835', '642', '8', '4169074')
('4835', '4479', '7', '7365694')
('5155', '1645', '5', '3542990')
('5155', '8048', '8', '1124820')
('5155', '1645', '9', '5127243')
('5155', '8048', '8', '381461')
('4835', '4479', '8', '2876794')
('5155', '8081', '9', '7728303')
('5155', '8048', '1', '4150641')
('4835', '986', '3', '5337300')
('4835', '986', '3', '4083206')
('4835', '642', '1', '8580427')
('5155', '1645', '3', '1269173')
('4835', '642', '8', '7655343')
('4835', '986', '4', '8312220')
('5155', '1645', '4', '3467465')
('5155', '8048', '1', '7731486')
('4835', '642', '9', '8252524')
('5155', '1645', '2', '916865')
('4835', '642', '4', '8832511')
('5155', '8081', '1', '1556560')
('4835', '986', '3', '4169748')
('5155', '8048', '7', '3713399')
('5155', '8048', '1', '4905958')
('4835', '4479', '1', '7505361')
('5155', '8081', '1', '9066160')
('5155', '8048', '1', '6632760')
('4835', '986', '1', '7742646')
('4835', '986', '1', '1514930')
('5155', '8081', '10', '8914524')
('4835', '986', '7', '1868565')
('4835', '986', '6', '5693585')
('4835', '642', '1', '9618102')
('5155', '8081', '2', '6411021')
('5155', '1645', '8', '8801105')
('5155', '8081', '4', '5832680')
('5155', '1645', '9', '753306')
('4835', '4479', '6', '1674644')
('4835', '642', '2', '2413734')
('4835', '642', '7', '245024')
('4835', '642', '9', '5660117')
('5155', '8081', '3', '2504543')
('5155', '1645', '8', '8636013')
('5155', '8081', '4', '6903835')
('5155', '8081', '3', '9271990')
('4835', '4479', '4', '9098457')
('5155', '8081', '6', '4067694')
('4835', '4479', '4', '535592')
('5155', '8081', '6', '8303619')
('4835', '4479', '9', '2676795')
('4835', '642', '10', '6124380')
('4835', '642', '5', '9523273')
('5155', '8048', '9', '5381502')
('4835', '986', '7', '9832435')
('4835', '4479', '10', '9318528')
('5155', '8048', '4', '7508004')
('5155', '8081', '2', '7918367')
('4835', '4479', '1', '8617667')
('4835', '986', '2', '7767063')
('5155', '8081', '5', '3291289')
('5155', '8048', '7', '2780264')
('5155', '1645', '2', '7539289')
('5155', '1645', '2', '9723631')
('4835', '642', '4', '6019480')
('4835', '4479', '10', '68927')
('4835', '642', '4', '3445460')
('5155', '8048', '3', '7652854')
('4835', '986', '9', '6085185')
('4835', '642', '10', '5700991')
('4835', '986', '7', '2819175')
('5155', '1645', '7', '459910')
('4835', '4479', '2', '6466828')
('4835', '642', '2', '1364136')
('5155', '8081', '1', '4505632')
('4835', '986', '5', '3158635')
('4835', '986', '8', '5192471')
('5155', '1645', '7', '9675611')
('5155', '8081', '9', '5803072')
('5155', '8048', '4', '5095917')
('5155', '8081', '1', '4236570')
('5155', '8081', '3', '1679402')
('5155', '8081', '10', '1840003')
('5155', '8081', '7', '7567213')
('4835', '4479', '9', '7219689')
('4835', '986', '4', '426449')
('4835', '986', '6', '2521649')
('4835', '4479', '9', '3874154')
('4835', '4479', '7', '1636291')
('4835', '642', '1', '236955')
('5155', '8081', '4', '1721358')
('4835', '986', '8', '8377287')
('4835', '642', '5', '1399777')
('4835', '642', '6', '103293')
('4835', '4479', '1', '1834276')
('4835', '986', '8', '3264603')
('5155', '1645', '4', '9207220')
('5155', '8048', '4', '602267')
('4835', '4479', '9', '9315030')
('5155', '8081', '8', '7428744')
('5155', '1645', '8', '1474745')
('5155', '8048', '9', '285806')
('4835', '986', '8', '2783484')
('4835', '4479', '4', '3076603')
('4835', '642', '10', '9375759')
('4835', '986', '6', '4514047')
('4835', '986', '9', '9756729')
('5155', '8048', '3', '9747825')
('5155', '8081', '8', '6077268')
('5155', '8048', '5', '1457698')
('5155', '8081', '1', '5240354')
('5155', '1645', '3', '1218665')
('4835', '4479', '6', '510936')
('5155', '8081', '1', '5985290')
('5155', '8048', '8', '1768194')
('4835', '986', '1', '8654625')
('4835', '986', '2', '3675596')
('4835', '4479', '9', '1243695')
('4835', '642', '8', '3678984')
('4835', '642', '3', '5827696')
('4835', '986', '4', '2275758')
('4835', '4479', '4', '5773898')
('5155', '1645', '7', '5846223')
('4835', '4479', '10', '2163000')
('5155', '1645', '6', '9340354')
('4835', '986', '6', '8102932')
('4835', '4479', '6', '53189')
('5155', '1645', '6', '4210617')
('5155', '8048', '8', '7397003')
('5155', '8081', '7', '5469687')
('4835', '986', '9', '2175112')
('4835', '986', '5', '2820264')
('5155', '8048', '9', '9789219')
('4835', '986', '5', '3188969')
('5155', '1645', '2', '4746226')
('4835', '986', '3', '6770484')
('5155', '8048', '3', '5240495')
('4835', '4479', '3', '7581189')
('4835', '4479', '9', '8984046')
('5155', '8081', '10', '5966560')
('4835', '642', '6', '4502688')
('5155', '8048', '8', '8399134')
('4835', '4479', '7', '4975963')
('4835', '4479', '7', '7370417')
('5155', '1645', '1', '3015696')
('4835', '986', '8', '1026762')
('5155', '8081', '9', '9361219')
('5155', '8081', '1', '2643020')
('5155', '8048', '10', '1419823')
('5155', '8081', '4', '8847562')
('4835', '4479', '9', '8345111')
('4835', '642', '2', '7446543')
('5155', '8081', '3', '195404')
('5155', '8048', '1', '7845235')
('4835', '986', '4', '3702194')
('5155', '8081', '3', '591127')
('4835', '4479', '10', '5320170')
('4835', '642', '9', '3663299')
('5155', '8048', '10', '7765848')
('4835', '4479', '4', '3171555')
('4835', '4479', '3', '9105909')
('5155', '8048', '1', '4602816')
('5155', '1645', '7', '8923772')
('4835', '4479', '10', '6039471')
('4835', '642', '7', '326944')
('5155', '8048', '2', '2437931')
('4835', '986', '9', '9143150')
('4835', '642', '2', '8698796')
('4835', '986', '6', '2291678')
('4835', '986', '2', '8009753')
('4835', '642', '8', '6369542')
('5155', '8081', '3', '8263075')
('5155', '8081', '9', '35135')
('5155', '8048', '2', '6118002')
('5155', '8048', '3', '9257221')
('5155', '8081', '7', '483588')
('5155', '1645', '1', '4160764')
('4835', '642', '1', '3086820')
('5155', '8081', '3', '1782995')
('5155', '8048', '6', '35628')
('4835', '4479', '3', '3051811')
('4835', '4479', '2', '4783286')
('4835', '642', '10', '2862931')
('5155', '8081', '9', '4225474')
('4835', '642', '2', '6325470')
('4835', '4479', '2', '4911599')
('5155', '8048', '1', '2227560')
('5155', '8081', '9', '5471473')
('5155', '8048', '3', '1386078')
('4835', '4479', '9', '5696918')
('4835', '642', '5', '2597449')
('4835', '642', '3', '2642098')
('5155', '8048', '9', '4670001')
('4835', '642', '2', '9198281')
('5155', '8048', '9', '8646196')
('4835', '642', '9', '3000714')
('4835', '4479', '8', '785277')
('4835', '4479', '5', '3841976')
('5155', '1645', '3', '3750954')
('4835', '642', '7', '9486592')
('4835', '986', '7', '7043668')
('5155', '1645', '9', '4505348')
('4835', '986', '8', '8409538')
('5155', '8048', '9', '4826035')
('4835', '642', '5', '7888722')
('4835', '986', '1', '4341392')
('4835', '642', '1', '6043339')
('4835', '4479', '9', '6425590')
('5155', '8081', '8', '4970150')
('5155', '8081', '1', '6432199')
('5155', '8081', '10', '4843841')
('5155', '8081', '10', '5948392')
('4835', '986', '6', '8639878')
('4835', '4479', '6', '5494100')
('5155', '8048', '8', '7509315')
('4835', '4479', '4', '1943618')
('4835', '4479', '4', '5469334')
('4835', '4479', '3', '2150217')
('5155', '8048', '3', '9644635')
('5155', '8048', '2', '8321733')
('4835', '986', '3', '9812539')
('5155', '8081', '9', '9193437')
('5155', '1645', '10', '9032696')
('5155', '8048', '7', '7348154')
('4835', '4479', '2', '4553894')
('5155', '1645', '2', '4799898')
('4835', '986', '4', '1188802')
('4835', '4479', '10', '1993145')
('4835', '4479', '8', '9627293')
('5155', '8081', '6', '7583383')
('4835', '4479', '1', '4229551')
('5155', '1645', '8', '3786782')
('5155', '8081', '3', '776779')
('4835', '642', '7', '6323479')
('4835', '986', '1', '2165956')
('4835', '642', '7', '6205122')
('4835', '642', '5', '4268765')
('5155', '8048', '8', '5689172')
('5155', '8048', '5', '7812265')
('5155', '8081', '3', '4391548')
('5155', '1645', '1', '6183337')
('4835', '4479', '7', '9714276')
('5155', '8048', '9', '6466491')
('4835', '986', '10', '3066867')
('4835', '4479', '7', '1231158')
('5155', '8081', '9', '6808112')
('4835', '642', '1', '7479898')
('4835', '642', '5', '2609959')
('4835', '642', '9', '5384506')
('4835', '642', '3', '4039916')
('4835', '986', '9', '4990469')
('5155', '8048', '4', '99263')
('4835', '4479', '6', '9338900')
('5155', '8081', '7', '8997168')
('5155', '8081', '5', '8064438')
('5155', '1645', '7', '9751533')
('4835', '642', '6', '3922152')
('4835', '986', '6', '457247')
('5155', '1645', '8', '6762112')
('5155', '8081', '9', '9757597')
('4835', '642', '10', '4499503')
('4835', '986', '3', '7303771')
('4835', '986', '7', '8544227')
('4835', '4479', '8', '9414719')
('5155', '1645', '3', '3093730')
('5155', '8081', '6', '2205838')
('4835', '642', '10', '753789')
('4835', '4479', '2', '6596285')
('5155', '8048', '10', '2066520')
('5155', '1645', '9', '3952131')
('4835', '986', '9', '8965485')
('5155', '8081', '7', '1018234')
('5155', '1645', '10', '1132793')
('5155', '8048', '6', '5942825')
('4835', '986', '9', '5561068')
('4835', '642', '9', '1300771')
('4835', '642', '10', '4688409')
('5155', '1645', '1', '4297204')
('5155', '8081', '10', '6691317')
('4835', '642', '7', '8828992')
('4835', '986', '7', '7040619')
('4835', '642', '5', '1903758')
('4835', '4479', '5', '4919637')
('5155', '8081', '10', '8519048')
('4835', '642', '5', '472499')
('5155', '8081', '5', '6710572')
('4835', '4479', '2', '2272002')
('5155', '8081', '5', '9124008')
('4835', '4479', '7', '6236171')
('5155', '1645', '6', '69627')
('5155', '1645', '6', '5148326')
('4835', '642', '2', '2383062')
('5155', '1645', '8', '9795340')
('4835', '642', '9', '9305106')
('5155', '8048', '5', '2295504')
('4835', '986', '1', '3195201')
('4835', '986', '7', '1533935')
('4835', '642', '5', '3724905')
('4835', '4479', '3', '8998845')
('5155', '1645', '9', '3296416')
('5155', '8081', '9', '9841272')
('4835', '4479', '8', '1778043')
('4835', '986', '6', '8592694')
('5155', '8081', '2', '6467927')
('5155', '1645', '7', '6784715')
('5155', '1645', '8', '9658123')
('4835', '4479', '3', '1750872')
('4835', '642', '8', '4654251')
('4835', '4479', '5', '9318251')
('5155', '1645', '10', '2867735')
('5155', '8048', '4', '6807606')
('4835', '986', '7', '2356196')
('4835', '986', '9', '4055945')
('4835', '986', '8', '425580')
('4835', '642', '1', '9277404')
('5155', '8081', '10', '1143800')
('4835', '986', '1', '5610027')
('4835', '986', '1', '7739475')
('4835', '986', '2', '7560733')
('5155', '8081', '1', '9990702')
('4835', '986', '5', '3001519')
('5155', '1645', '7', '3149224')
('4835', '986', '4', '7480786')
('4835', '4479', '9', '4300939')
('4835', '4479', '7', '3575096')
('4835', '642', '5', '6220668')
('5155', '1645', '2', '6255808')
('4835', '986', '8', '6759466')
('5155', '1645', '2', '5029927')
('4835', '642', '3', '224142')
('4835', '642', '8', '6842077')
('4835', '986', '5', '9673330')
('5155', '1645', '3', '1526405')
('4835', '642', '6', '2698745')
('4835', '642', '7', '3938604')
('4835', '642', '9', '1391643')
('4835', '986', '1', '1740529')
('4835', '642', '5', '1447893')
('4835', '4479', '9', '1114862')
('4835', '986', '10', '187399')
('4835', '986', '10', '5842404')
('5155', '1645', '1', '1010284')
('4835', '4479', '9', '3995766')
('5155', '8048', '4', '5539125')
('4835', '4479', '4', '8295493')
('5155', '8048', '9', '9127814')
('5155', '8048', '3', '2269449')
('5155', '8048', '10', '3492379')
('4835', '642', '2', '5085743')
('4835', '986', '4', '1183490')
('5155', '1645', '10', '8675010')
('4835', '4479', '9', '8802057')
('5155', '1645', '5', '9747316')
('4835', '642', '3', '54093')
('4835', '642', '4', '8276337')
('5155', '1645', '1', '9168671')
('5155', '8081', '1', '1827893')
('5155', '1645', '7', '406070')
('5155', '8081', '1', '217064')
('4835', '642', '5', '9541296')
('4835', '986', '1', '6852239')
('4835', '642', '8', '7153828')
('4835', '642', '2', '3313102')
('5155', '8081', '6', '7598331')
('4835', '4479', '6', '1234598')
('5155', '8048', '9', '3651349')
('4835', '642', '7', '3734795')
('4835', '642', '8', '1337701')
('5155', '8048', '3', '3834689')
('4835', '986', '7', '6556554')
('4835', '4479', '7', '7926522')
('5155', '8048', '2', '8777054')
('5155', '1645', '3', '6540749')
('5155', '8081', '4', '1279700')
('5155', '8048', '2', '2808171')
('4835', '642', '1', '3127757')
('5155', '8081', '7', '6807437')
('4835', '642', '4', '9246885')
('5155', '8048', '3', '5799001')
('4835', '642', '8', '107150')
('4835', '642', '9', '3491542')
('4835', '642', '2', '6605752')
('5155', '1645', '8', '5697225')
('5155', '8048', '6', '4796232')
('5155', '8081', '10', '4879533')
('4835', '4479', '8', '8302273')
('4835', '642', '6', '8953621')
('4835', '642', '9', '525926')
('4835', '986', '5', '1470306')
('4835', '4479', '8', '1070714')
('5155', '8081', '8', '7081940')
('4835', '986', '3', '6084060')
('5155', '8081', '2', '4995358')
('4835', '986', '7', '8567872')
('5155', '1645', '2', '3127458')
('4835', '986', '6', '8754587')
('5155', '8048', '1', '6465841')
('4835', '986', '10', '3483879')
('5155', '1645', '4', '8569597')
('4835', '986', '9', '2212311')
('5155', '8048', '10', '2772271')
('5155', '8048', '10', '405218')
('5155', '1645', '9', '4952871')
('4835', '4479', '6', '5839499')
('4835', '642', '5', '4704396')
('4835', '4479', '9', '6383204')
('5155', '1645', '4', '8156347')
('5155', '8048', '1', '6556680')
('5155', '8048', '7', '3968593')
('5155', '1645', '8', '147023')
('4835', '642', '4', '5854374')
('5155', '8081', '7', '7160358')
('4835', '642', '1', '8692804')
('4835', '4479', '6', '6496772')
('5155', '8048', '1', '314732')
('5155', '8081', '3', '2961898')
('4835', '4479', '5', '6077471')
('5155', '8081', '4', '6088417')
('5155', '1645', '7', '4845025')
('5155', '8081', '6', '3495119')
('4835', '642', '6', '9596577')
('4835', '642', '4', '7268407')
('5155', '8048', '7', '7231367')
('4835', '986', '2', '4745340')
('4835', '642', '9', '1198025')
('5155', '1645', '6', '7563220')
('4835', '642', '8', '1474786')
('5155', '1645', '2', '1878693')
('5155', '1645', '4', '216644')
('4835', '642', '7', '8851997')
('5155', '8048', '9', '2114892')
('5155', '8048', '8', '7445535')
('5155', '1645', '9', '7573623')
('4835', '642', '3', '7714686')
('5155', '8081', '7', '8953849')
('4835', '986', '6', '5040028')
('5155', '8048', '10', '4532274')
('5155', '1645', '5', '7550278')
('4835', '642', '5', '3665742')
('5155', '1645', '9', '6201985')
('4835', '986', '2', '9188016')
('5155', '8048', '2', '1297828')
('5155', '1645', '6', '5498687')
('5155', '1645', '5', '6353607')
('4835', '642', '8', '7849634')
('4835', '986', '1', '9326693')
('5155', '1645', '4', '6458251')
('4835', '986', '9', '4666393')
('5155', '1645', '5', '1938910')
('4835', '4479', '1', '8498491')
('5155', '8048', '3', '3331857')
('4835', '4479', '2', '1863290')
('5155', '8048', '1', '5074838')
('4835', '4479', '9', '226927')
('4835', '4479', '10', '8866760')
('5155', '1645', '1', '320452')
('4835', '986', '9', '192170')
('4835', '642', '1', '4625717')
('5155', '8048', '2', '2187635')
('4835', '986', '8', '981777')
('4835', '642', '1', '1918979')
('5155', '8081', '7', '5863272')
('4835', '4479', '10', '3794649')
('5155', '8048', '6', '9738002')
('4835', '986', '1', '7591745')
('4835', '642', '1', '2995786')
('5155', '8048', '10', '7481569')
('4835', '986', '5', '6189110')
('4835', '642', '8', '6512378')
('4835', '642', '1', '3590808')
('4835', '4479', '2', '5881062')
('4835', '642', '8', '9809805')
('4835', '986', '10', '9571391')
('5155', '8081', '9', '9640599')
('5155', '8081', '9', '8500230')
('4835', '986', '5', '5071694')
('5155', '8081', '5', '7321772')
('5155', '1645', '10', '2769283')
('4835', '986', '5', '6301010')
('4835', '986', '8', '4662843')
('5155', '8048', '5', '7095249')
('5155', '8048', '10', '9051880')
('4835', '642', '5', '3836423')
('5155', '8081', '8', '2483731')
('4835', '642', '8', '2626480')
('5155', '8081', '3', '173369')
('5155', '1645', '9', '7092452')
('4835', '642', '1', '990341')
('4835', '642', '4', '4540671')
('5155', '8081', '2', '2631437')
('5155', '8081', '9', '6482650')
('5155', '8048', '4', '2656573')
('5155', '8081', '3', '4049592')
('4835', '4479', '8', '4331125')
('4835', '986', '9', '7516273')
('4835', '986', '5', '4466277')
('4835', '4479', '7', '7828916')
('5155', '1645', '4', '2040986')
('5155', '8081', '2', '2856588')
('5155', '8081', '9', '990756')
('5155', '8081', '8', '158709')
('4835', '986', '1', '5125486')
('5155', '1645', '9', '4857047')
('5155', '8048', '1', '528020')
('5155', '8048', '7', '9239578')
('5155', '8081', '8', '4398403')
('4835', '986', '10', '2488627')
('5155', '8048', '2', '9285570')
('4835', '642', '10', '5928764')
('5155', '8081', '5', '9716746')
('5155', '1645', '2', '6900315')
('4835', '4479', '2', '9315495')
('4835', '986', '2', '6796502')
('4835', '4479', '4', '7640254')
('5155', '8081', '7', '4108538')
('5155', '8081', '6', '1812600')
('4835', '986', '1', '2966916')
('4835', '642', '9', '5779713')
('5155', '8081', '8', '8872616')
('4835', '4479', '7', '4132884')
('4835', '4479', '1', '7048603')
('5155', '1645', '10', '5703865')
('4835', '986', '6', '8002588')
('4835', '642', '9', '1752268')
('5155', '1645', '3', '6604978')
('5155', '8048', '8', '7947456')
('4835', '642', '4', '3491286')
('5155', '8081', '1', '8601838')
('4835', '4479', '10', '4893070')
('4835', '4479', '3', '9400926')
('4835', '642', '2', '7125721')
('4835', '986', '4', '6706402')
('4835', '642', '5', '474581')
('4835', '4479', '4', '6630259')
('5155', '8048', '6', '1933175')
('4835', '642', '2', '825115')
('4835', '986', '1', '7795768')
('5155', '8048', '10', '1645249')
('4835', '986', '7', '4538019')
('4835', '4479', '5', '59458')
('4835', '986', '8', '4863528')
('5155', '8048', '8', '5600850')
('5155', '8081', '6', '958495')
('4835', '642', '5', '676565')
('4835', '986', '5', '1352862')
('5155', '8048', '2', '3416335')
('5155', '8081', '3', '8523647')
('4835', '4479', '9', '5207060')
('5155', '1645', '6', '6838903')
('5155', '8048', '3', '7128150')
('4835', '642', '1', '6521169')
('4835', '642', '7', '1336397')
('5155', '8081', '2', '4686846')
('4835', '986', '10', '886643')
('4835', '642', '4', '1543581')
('4835', '642', '10', '3091063')
('5155', '8048', '3', '2116941')
('4835', '642', '5', '8902124')
('5155', '1645', '4', '140015')
('4835', '4479', '3', '7977191')
('5155', '1645', '2', '5005353')
('4835', '986', '7', '3857804')
('5155', '8081', '8', '9526881')
('5155', '1645', '2', '2295545')
('4835', '642', '6', '2864843')
('5155', '1645', '7', '3281258')
('4835', '4479', '1', '8241465')
('5155', '8081', '9', '3007497')
('4835', '986', '10', '161455')
('5155', '8048', '10', '3981167')
('5155', '1645', '5', '1035751')
('4835', '986', '6', '9021283')
('5155', '8048', '3', '3043836')
('5155', '8048', '4', '6456698')
('5155', '1645', '1', '7075748')
('5155', '1645', '9', '125679')
('5155', '1645', '6', '9315176')
('4835', '986', '4', '859306')
('5155', '1645', '10', '8037202')
('4835', '986', '8', '2109575')
('5155', '8048', '3', '4771947')
('5155', '8081', '10', '4185039')
('4835', '642', '8', '4753593')
('4835', '642', '6', '9901546')
('5155', '1645', '8', '3056694')
('5155', '1645', '10', '3129472')
('5155', '1645', '10', '5215223')
('4835', '986', '7', '7604032')
('4835', '986', '10', '7932580')
('5155', '8048', '2', '3127337')
('5155', '8048', '5', '4901327')
('4835', '642', '1', '5765628')
('5155', '1645', '2', '9667401')
('5155', '8048', '10', '5467890')
('4835', '986', '6', '6267658')
('5155', '8081', '5', '629673')
('4835', '642', '10', '2232919')
('4835', '986', '6', '204256')
('4835', '986', '2', '9648780')
('5155', '1645', '8', '9467450')
('5155', '8048', '8', '2034899')
('5155', '8081', '4', '6792257')
('5155', '8048', '4', '9203091')
('5155', '8048', '2', '917723')
('5155', '8081', '4', '7920124')
('4835', '642', '9', '8478863')
('5155', '8081', '1', '8282410')
('4835', '4479', '3', '3478218')
('5155', '8081', '8', '4265758')
('5155', '8048', '9', '3913894')
('4835', '642', '2', '4390373')
('4835', '986', '3', '7761917')
('4835', '4479', '6', '6406537')
('4835', '642', '3', '2908542')
('4835', '986', '2', '519232')
('5155', '1645', '7', '6754643')
('5155', '1645', '8', '4372690')
('4835', '986', '3', '7928096')
('4835', '986', '7', '8424177')
('4835', '4479', '2', '9122282')
('5155', '1645', '6', '2124268')
('4835', '642', '3', '4736874')
('5155', '8048', '1', '2547275')
('5155', '8081', '10', '9573211')
('4835', '642', '1', '6694885')
('5155', '1645', '8', '1945932')
('5155', '8081', '10', '4351013')
('4835', '642', '5', '5705086')
('5155', '8048', '4', '336772')
('5155', '8048', '6', '1336241')
('5155', '1645', '9', '1401364')
('4835', '4479', '2', '8496373')
('5155', '8081', '10', '1951606')
('5155', '8048', '6', '3781677')
('4835', '642', '10', '176092')
('4835', '642', '5', '7251697')
('4835', '642', '2', '6643077')
('4835', '642', '8', '5944128')
('5155', '8048', '5', '8451275')
('4835', '642', '4', '1336108')
('4835', '986', '3', '8407832')
('5155', '8048', '3', '8516934')
('5155', '8048', '8', '7743841')
('5155', '8081', '8', '776489')
('4835', '4479', '8', '2791665')
('5155', '1645', '9', '4391681')
('5155', '1645', '7', '2136221')
('5155', '1645', '6', '6902503')
('5155', '8081', '9', '7186537')
('5155', '8048', '1', '9944680')
('4835', '642', '1', '3577313')
('5155', '1645', '6', '6434005')
('5155', '1645', '5', '1894554')
('4835', '4479', '8', '325659')
('4835', '4479', '9', '2741583')
('5155', '8048', '1', '7932663')
('4835', '642', '7', '888542')
('5155', '8048', '8', '9186440')
('5155', '8048', '8', '2273503')
('4835', '642', '3', '3859828')
('5155', '1645', '7', '4912437')
('4835', '642', '3', '7843819')
('4835', '986', '8', '6449434')
('4835', '4479', '9', '178970')
('5155', '1645', '8', '9931356')
('5155', '8081', '1', '3361285')
('5155', '8081', '1', '5964859')
('4835', '4479', '6', '8605950')
('5155', '8048', '6', '2769743')
('4835', '4479', '9', '8644540')
('4835', '642', '4', '5753609')
('5155', '1645', '5', '2985871')
('5155', '8048', '6', '327347')
('4835', '986', '4', '2319602')
('4835', '4479', '7', '163403')
('4835', '986', '7', '1895358')
('4835', '642', '8', '7051439')
('4835', '986', '9', '194584')
('4835', '4479', '5', '2082156')
('4835', '642', '3', '4480724')
('4835', '4479', '9', '9477323')
('4835', '986', '1', '3983482')
('5155', '8048', '2', '2084251')
('4835', '642', '2', '2500533')
('5155', '1645', '4', '1451586')
('5155', '8048', '5', '3656604')
('4835', '4479', '4', '6359127')
('4835', '642', '6', '7772778')
('5155', '8048', '9', '7525998')
('4835', '642', '4', '1832588')
('4835', '642', '10', '8791157')
('5155', '8048', '9', '7943805')
('5155', '8081', '2', '1085477')
('4835', '642', '9', '2958652')
('5155', '8048', '2', '1571')
('4835', '642', '9', '9147194')
('5155', '1645', '1', '7932268')
('4835', '642', '8', '9414472')
('4835', '986', '10', '4063588')
('5155', '8081', '8', '750363')
('5155', '1645', '2', '3655569')
('4835', '642', '9', '5049356')
('5155', '8081', '1', '4722528')
('5155', '1645', '2', '1583638')
('5155', '8048', '3', '9935214')
('5155', '8048', '5', '6729950')
('4835', '986', '10', '6976240')
('5155', '8081', '9', '6455015')
('5155', '8048', '4', '878452')
('5155', '1645', '8', '5473894')
('4835', '642', '9', '1913387')
('4835', '4479', '2', '5483564')
('5155', '8048', '2', '4850174')
('4835', '642', '7', '2322990')
('5155', '8081', '5', '1991775')
('4835', '4479', '6', '8532326')
('5155', '8081', '1', '664036')
('5155', '8048', '5', '9324200')
('5155', '8081', '7', '9875450')
('4835', '986', '3', '8516330')
('5155', '8081', '3', '7067498')
('4835', '986', '4', '3539739')
('5155', '8081', '8', '4739713')
('5155', '8081', '9', '7675051')
('4835', '4479', '6', '644480')
('5155', '8081', '10', '1582344')
('5155', '8081', '3', '3374939')
('4835', '642', '2', '550259')
('4835', '4479', '10', '770151')
('4835', '642', '4', '8708568')
('5155', '8048', '9', '150795')
('4835', '986', '8', '6423628')
('4835', '986', '6', '8395891')
('5155', '8048', '10', '858706')
('4835', '986', '6', '9414693')
('4835', '642', '3', '4044735')
('5155', '1645', '7', '6434754')
('5155', '8081', '6', '2458553')
('5155', '8081', '8', '1081959')
('5155', '8048', '10', '8910121')
('5155', '1645', '4', '254121')
('4835', '986', '9', '2355857')
('5155', '8048', '9', '642256')
('4835', '642', '6', '3291655')
('4835', '986', '3', '5144221')
('5155', '1645', '1', '2310554')
('5155', '8081', '5', '6050450')
('4835', '642', '5', '5129957')
('5155', '1645', '1', '7602828')
('4835', '986', '10', '8324608')
('5155', '8081', '3', '8254465')
('5155', '1645', '8', '1306430')
('4835', '4479', '7', '3801696')
('4835', '4479', '9', '9638802')
('4835', '986', '5', '2532147')
('4835', '986', '7', '3412418')
('4835', '986', '2', '2756672')
('5155', '8081', '3', '1233436')
('4835', '986', '10', '8270328')
('4835', '986', '2', '2006439')
('4835', '986', '2', '7663118')
('4835', '642', '5', '2521538')
('4835', '642', '4', '5925772')
('4835', '986', '8', '8854071')
